Output data for Rhombohedral II structure, Space-Group Number between 143 and 148: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C15(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
1600.0000      6.1100         27.0000        5.6708         545.1924       228.0336       175.8890       -11.1511       25.3940        451.0576       130.2978       300.1184       295.2253       297.6718       147.9437       141.5663       144.7550       381.1944       366.1704       373.6910       0.2908         0.4863         12.8004        0.0220         0.2418         9.3020         7.2451         290.2892       
1600.0000      6.0862         28.0000        5.6930         551.2376       231.5649       179.9044       -10.8935       25.9173        456.0787       132.2165       304.5891       299.6777       302.1334       149.3325       142.9965       146.1645       385.0679       370.1198       377.6021       0.2917         0.4838         12.7941        0.0217         0.2379         9.3437         7.2850         291.5433       
1600.0000      6.0624         29.0000        5.7153         557.2349       235.0964       183.9061       -10.6352       26.4295        461.0320       134.1030       309.0354       304.1030       306.5692       150.6946       144.3937       147.5441       388.8749       373.9888       381.4399       0.2926         0.4813         12.7852        0.0214         0.2344         9.3841         7.3239         292.7591       
1600.0000      6.0387         30.0000        5.7377         563.1848       238.6282       187.8940       -10.3761       26.9307        465.9178       135.9576       313.4578       308.5013       310.9795       152.0301       145.7584       148.8943       392.6161       377.7786       385.2052       0.2936         0.4788         12.7737        0.0211         0.2312         9.4233         7.3620         293.9374       
1700.0000      6.9612         0.0000         4.9774         355.6898       130.9197       59.6235        -18.0237       5.4565         283.1768       62.9388        166.0989       160.4562       163.2775       97.2785        83.5907        90.4346        244.1684       213.6682       229.0212       0.2662         0.5539         10.9725        0.0757         0.8539         7.5518         5.7275         233.7841       
1700.0000      6.9226         1.0000         5.0051         363.4309       134.5077       64.1011        -17.7857       6.3408         290.3577       65.8885        171.4044       165.8406       168.6225       99.5484        86.5913        93.0698        250.2067       221.2639       235.8227       0.2669         0.5519         11.1514        0.0696         0.7817         7.6474         5.8043         236.9658       
1700.0000      6.8842         2.0000         5.0330         371.0944       138.0907       68.5574        -17.5472       7.2092         297.4465       68.7940        176.6718       171.1820       173.9269       101.7799       89.4848        95.6324        256.1507       228.6180       242.4590       0.2677         0.5498         11.3141        0.0643         0.7191         7.7390         5.8785         240.0049       
1700.0000      6.8460         3.0000         5.0612         378.6824       141.6691       72.9930        -17.3081       8.0618         304.4450       71.6560        181.9022       176.4813       179.1918       103.9741       92.2796        98.1269        262.0026       235.7490       248.9400       0.2685         0.5476         11.4622        0.0596         0.6644         7.8266         5.9502         242.9126       
1700.0000      6.8079         4.0000         5.0895         386.1971       145.2432       77.4083        -17.0684       8.8991         311.3548       74.4756        187.0965       181.7399       184.4182       106.1316       94.9830        100.5573       267.7644       242.6729       255.2743       0.2693         0.5453         11.5974        0.0554         0.6163         7.9107         6.0196         245.6987       
1700.0000      6.7699         5.0000         5.1180         393.6402       148.8134       81.8039        -16.8282       9.7214         318.1776       77.2533        192.2556       186.9588       189.6072       108.2531       97.6013        102.9272       273.4379       249.4038       261.4693       0.2702         0.5428         11.7208        0.0517         0.5740         7.9913         6.0866         248.3717       
1700.0000      6.7353         6.0000         5.1443         401.0211       152.3820       86.1830        -16.5871       10.5306        324.9208       79.9931        197.3844       192.1430       194.7637       110.3421       100.1430       105.2426       279.0315       255.9609       267.5386       0.2711         0.5404         11.8338        0.0485         0.5365         8.0707         6.1530         250.9622       
1700.0000      6.7008         7.0000         5.1708         408.3335       155.9472       90.5433        -16.3454       11.3254        331.5795       82.6924        202.4794       197.2892       199.8843       112.3964       102.6098       107.5031       284.5399       262.3473       273.4809       0.2720         0.5378         11.9370        0.0455         0.5032         8.1472         6.2174         253.4541       
1700.0000      6.6664         8.0000         5.1975         415.5792       159.5094       94.8850        -16.1031       12.1059        338.1549       85.3519        207.5413       202.3984       204.9698       114.4167       105.0062       109.7114       289.9646       268.5726       279.3016       0.2729         0.5353         12.0312        0.0429         0.4735         8.2208         6.2798         255.8534       
1700.0000      6.6321         9.0000         5.2244         422.7595       163.0687       99.2086        -15.8602       12.8725        344.6482       87.9721        212.5710       207.4712       210.0211       116.4033       107.3360       111.8697       295.3069       274.6452       285.0054       0.2738         0.5327         12.1172        0.0405         0.4470         8.2916         6.3404         258.1653       
1700.0000      6.5980         10.0000        5.2514         429.8759       166.6254       103.5143       -15.6167       13.6253        351.0607       90.5535        217.5690       212.5086       215.0388       118.3570       109.6028       113.9799       300.5683       280.5726       290.5968       0.2748         0.5300         12.1956        0.0384         0.4232         8.3600         6.3991         260.3948       
1700.0000      6.5676         11.0000        5.2757         436.9372       170.1820       107.8057       -15.3722       14.3664        357.3994       93.1001        222.5401       217.5154       220.0277       120.2809       111.8125       116.0467       305.7566       286.3687       296.0863       0.2757         0.5274         12.2673        0.0365         0.4018         8.4282         6.4580         262.5734       
1700.0000      6.5373         12.0000        5.3001         443.9368       173.7363       112.0799       -15.1271       15.0941        363.6591       95.6089        227.4805       222.4879       224.9842       122.1727       113.9649       118.0688       310.8659       292.0321       301.4704       0.2767         0.5248         12.3324        0.0348         0.3825         8.4942         6.5153         264.6780       
1700.0000      6.5071         13.0000        5.3247         450.8757       177.2887       116.3371       -14.8813       15.8087        369.8405       98.0803        232.3908       227.4268       229.9088       124.0327       116.0625       120.0476       315.8974       297.5683       306.7523       0.2776         0.5222         12.3913        0.0332         0.3652         8.5579         6.5710         266.7121       
1700.0000      6.4770         14.0000        5.3494         457.7550       180.8393       120.5776       -14.6348       16.5102        375.9446       100.5148       237.2715       232.3326       234.8020       125.8615       118.1078       121.9846       320.8521       302.9823       311.9350       0.2786         0.5195         12.4445        0.0318         0.3495         8.6196         6.6252         268.6790       
1700.0000      6.4471         15.0000        5.3743         464.5759       184.3882       124.8018       -14.3877       17.1990        381.9722       102.9128       242.1231       237.2058       239.6644       127.6594       120.1028       123.8811       325.7310       308.2787       317.0211       0.2795         0.5169         12.4924        0.0305         0.3353         8.6792         6.6779         270.5818       
1700.0000      6.4185         16.0000        5.3982         471.3419       187.9365       129.0108       -14.1399       17.8757        387.9263       105.2759       246.9474       242.0485       244.4980       129.4277       122.0503       125.7390       330.5371       313.4639       322.0155       0.2805         0.5143         12.5352        0.0293         0.3225         8.7378         6.7299         272.4336       
1700.0000      6.3900         17.0000        5.4223         478.0511       191.4835       133.2039       -13.8913       18.5399        393.8053       107.6033       251.7433       246.8597       249.3015       131.1658       123.9511       127.5585       335.2690       318.5393       326.9181       0.2814         0.5117         12.5733        0.0283         0.3108         8.7945         6.7806         274.2265       
1700.0000      6.3616         18.0000        5.4465         484.7045       195.0292       137.3813       -13.6421       19.1916        399.6101       109.8952       256.5114       251.6397       254.0756       132.8741       125.8070       129.3405       339.9276       323.5084       331.7309       0.2824         0.5091         12.6069        0.0273         0.3002         8.8494         6.8300         275.9628       
1700.0000      6.3333         19.0000        5.4709         491.3029       198.5740       141.5431       -13.3922       19.8312        405.3412       112.1521       261.2519       256.3891       258.8205       134.5529       127.6193       131.0861       344.5135       328.3744       336.4561       0.2833         0.5065         12.6363        0.0264         0.2906         8.9026         6.8781         277.6446       
1700.0000      6.3051         20.0000        5.4954         497.8472       202.1179       145.6895       -13.1417       20.4586        410.9995       114.3744       265.9653       261.1082       263.5368       136.2025       129.3894       132.7960       349.0277       333.1403       341.0953       0.2843         0.5039         12.6616        0.0257         0.2819         8.9541         6.9250         279.2741       
1700.0000      6.2781         21.0000        5.5190         504.3401       205.6617       149.8217       -12.8903       21.0746        416.5870       116.5631       270.6531       265.7987       268.2259       137.8239       131.1193       134.4716       353.4724       337.8103       345.6521       0.2852         0.5013         12.6831        0.0249         0.2739         9.0049         6.9714         280.8625       
1700.0000      6.2512         22.0000        5.5427         510.7802       209.2048       153.9390       -12.6383       21.6787        422.1028       118.7177       275.3143       270.4596       272.8869       139.4166       132.8094       136.1130       357.8465       342.3854       350.1261       0.2862         0.4988         12.7009        0.0243         0.2667         9.0541         7.0166         282.4021       
1700.0000      6.2243         23.0000        5.5666         517.1682       212.7474       158.0413       -12.3855       22.2710        427.5474       120.8384       279.9493       275.0913       277.5203       140.9810       134.4609       137.7209       362.1507       346.8679       354.5189       0.2871         0.4963         12.7152        0.0237         0.2601         9.1017         7.0608         283.8944       
1700.0000      6.1976         24.0000        5.5907         523.5049       216.2896       162.1290       -12.1321       22.8517        432.9213       122.9255       284.5585       279.6942       282.1263       142.5173       136.0746       139.2960       366.3855       351.2598       358.8318       0.2880         0.4937         12.7262        0.0231         0.2541         9.1479         7.1038         285.3409       
1700.0000      6.1708         25.0000        5.6149         529.7908       219.8314       166.2022       -11.8781       23.4208        438.2251       124.9794       289.1420       284.2685       286.7053       144.0257       137.6517       140.8387       370.5516       355.5633       363.0662       0.2889         0.4912         12.7339        0.0226         0.2487         9.1927         7.1457         286.7432       
1700.0000      6.1465         26.0000        5.6371         536.0301       223.3743       170.2628       -11.6230       23.9795        443.4621       127.0017       293.7025       288.8167       291.2596       145.5077       139.1939       142.3508       374.6524       359.7830       367.2261       0.2899         0.4887         12.7387        0.0222         0.2437         9.2379         7.1881         288.1219       
1700.0000      6.1223         27.0000        5.6594         542.2197       226.9171       174.3091       -11.3673       24.5267        448.6298       128.9911       298.2378       293.3369       295.7873       146.9623       140.7009       143.8316       378.6854       363.9176       371.3096       0.2908         0.4863         12.7405        0.0218         0.2392         9.2817         7.2294         289.4590       
1700.0000      6.0981         28.0000        5.6819         548.3602       230.4598       178.3413       -11.1110       25.0627        453.7286       130.9478       302.7482       297.8293       300.2887       148.3896       142.1736       145.2816       382.6510       367.9689       375.3178       0.2917         0.4838         12.7394        0.0214         0.2351         9.3243         7.2698         290.7556       
1700.0000      6.0739         29.0000        5.7045         554.4520       234.0025       182.3594       -10.8539       25.5874        458.7591       132.8721       307.2340       302.2941       304.7640       149.7899       143.6127       146.7013       386.5498       371.9384       379.2517       0.2926         0.4814         12.7356        0.0211         0.2314         9.3656         7.3093         292.0127       
1700.0000      6.0498         30.0000        5.7272         560.4958       237.5454       186.3637       -10.5961       26.1010        463.7216       134.7642       311.6954       306.7316       309.2135       151.1634       145.0188       148.0911       390.3822       375.8275       383.1122       0.2935         0.4789         12.7292        0.0207         0.2280         9.4057         7.3478         293.2315       
1800.0000      6.9857         0.0000         4.9599         349.7539       129.4200       57.4825        -18.2120       4.1770         278.3300       60.4438        162.9564       157.2892       160.1228       95.1077        80.9173        88.0125        238.8549       207.2176       223.1519       0.2677         0.5497         10.6300        0.0806         0.9129         7.4795         5.6819         230.8091       
1800.0000      6.9466         1.0000         4.9878         357.6252       133.0260       61.9864        -17.9749       5.0802         285.6172       63.4459        168.3184       162.7317       165.5250       97.4295        84.0376        90.7335        245.0139       215.0876       230.1482       0.2683         0.5482         10.8306        0.0738         0.8311         7.5789         5.7607         234.1457       
1800.0000      6.9077         2.0000         5.0160         365.4165       136.6266       66.4684        -17.7372       5.9670         292.8103       66.4028        173.6411       168.1297       170.8854       99.7121        87.0417        93.3769        251.0767       222.6950       236.9685       0.2689         0.5464         11.0131        0.0678         0.7606         7.6740         5.8368         237.3272       
1800.0000      6.8689         3.0000         5.0443         373.1301       140.2222       70.9290        -17.4990       6.8377         299.9113       69.3154        178.9258       173.4846       176.2052       101.9564       89.9394        95.9479        257.0455       230.0614       243.6240       0.2696         0.5445         11.1795        0.0626         0.6994         7.7649         5.9103         240.3664       
1800.0000      6.8303         4.0000         5.0728         380.7683       143.8130       75.3688        -17.2602       7.6926         306.9220       72.1845        184.1733       178.7976       181.4854       104.1632       92.7388        98.4510        262.9224       237.2052       250.1244       0.2703         0.5425         11.3313        0.0580         0.6460         7.8520         5.9813         243.2745       
1800.0000      6.7918         5.0000         5.1015         388.3329       147.3996       79.7884        -17.0209       8.5322         313.8439       75.0111        189.3847       184.0698       186.7272       106.3333       95.4472        100.8902       268.7094       244.1425       256.4783       0.2711         0.5403         11.4701        0.0540         0.5991         7.9354         6.0500         246.0613       
1800.0000      6.7567         6.0000         5.1280         395.8337       150.9843       84.1911        -16.7807       9.3585         320.6850       77.7991        194.5651       189.3065       191.9358       108.4703       98.0739        103.2721       274.4153       250.8949       262.7005       0.2719         0.5381         11.5975        0.0503         0.5578         8.0175         6.1179         248.7583       
1800.0000      6.7217         7.0000         5.1547         403.2643       154.5654       88.5744        -16.5400       10.1700        327.4401       80.5459        199.7108       194.5044       197.1076       110.5719       100.6213       105.5966       280.0343       257.4662       268.7900       0.2727         0.5357         11.7141        0.0471         0.5212         8.0964         6.1837         251.3502       
1800.0000      6.6869         8.0000         5.1816         410.6264       158.1430       92.9388        -16.2987       10.9670        334.1106       83.2521        204.8227       199.6643       202.2435       112.6387       103.0940       107.8664       285.5683       263.8673       274.7527       0.2736         0.5333         11.8208        0.0442         0.4887         8.1724         6.2475         253.8437       
1800.0000      6.6521         9.0000         5.2087         417.9214       161.7174       97.2845        -16.0567       11.7497        340.6976       85.9183        209.9015       204.7870       207.3442       114.6713       105.4966       110.0840       291.0185       270.1075       280.5939       0.2745         0.5309         11.9185        0.0417         0.4598         8.2454         6.3093         256.2445       
1800.0000      6.6175         10.0000        5.2359         425.1510       165.2890       101.6120       -15.8142       12.5184        347.2024       88.5452        214.9478       209.8735       212.4106       116.6704       107.8328       112.2516       296.3865       276.1955       286.3184       0.2753         0.5285         12.0080        0.0394         0.4340         8.3159         6.3693         258.5583       
1800.0000      6.5867         11.0000        5.2604         432.3244       168.8602       105.9249       -15.5707       13.2753        353.6327       91.1368        219.9668       214.9288       217.4478       118.6392       110.1093       114.3742       301.6805       282.1461       291.9378       0.2762         0.5260         12.0900        0.0373         0.4108         8.3861         6.4294         260.8168       
1800.0000      6.5559         12.0000        5.2851         439.4347       172.4290       110.2201       -15.3266       14.0184        359.9827       93.6899        224.9545       219.9492       222.4519       120.5754       112.3257       116.4506       306.8945       287.9581       297.4483       0.2771         0.5235         12.1650        0.0354         0.3900         8.4539         6.4877         262.9976       
1800.0000      6.5253         13.0000        5.3099         446.4829       175.9956       114.4981       -15.0818       14.7482        366.2534       96.2052        229.9114       224.9351       227.4233       122.4793       114.4851       118.4822       312.0294       293.6378       302.8534       0.2781         0.5210         12.2333        0.0337         0.3713         8.5195         6.5445         265.1043       
1800.0000      6.4947         14.0000        5.3349         453.4703       179.5600       118.7590       -14.8364       15.4647        372.4457       98.6830        234.8380       229.8873       232.3627       124.3515       116.5899       120.4707       317.0865       299.1905       308.1565       0.2790         0.5185         12.2954        0.0322         0.3544         8.5828         6.5997         267.1406       
1800.0000      6.4643         15.0000        5.3600         460.3980       183.1226       123.0031       -14.5904       16.1682        378.5605       101.1239       239.7349       234.8064       237.2706       126.1923       118.6425       122.4174       322.0667       304.6213       313.3604       0.2799         0.5159         12.3518        0.0308         0.3392         8.6440         6.6533         269.1099       
1800.0000      6.4353         16.0000        5.3841         467.2696       186.6844       127.2319       -14.3436       16.8595        384.6008       103.5293       244.6040       239.6944       242.1492       128.0030       120.6458       124.3244       326.9733       309.9370       318.4702       0.2808         0.5134         12.4028        0.0296         0.3254         8.7042         6.7063         271.0254       
1800.0000      6.4064         17.0000        5.4084         474.0834       190.2446       131.4444       -14.0961       17.5381        390.5652       105.8986       249.4443       244.5502       246.9973       129.7832       122.6009       126.1920       331.8048       315.1394       323.4860       0.2817         0.5109         12.4487        0.0285         0.3129         8.7624         6.7579         272.8796       
1800.0000      6.3776         18.0000        5.4329         480.8403       193.8034       135.6409       -13.8480       18.2040        396.4545       108.2320       254.2561       249.3744       251.8153       131.5331       124.5094       128.0213       336.5621       320.2323       328.4100       0.2826         0.5084         12.4897        0.0274         0.3016         8.8187         6.8081         274.6748       
1800.0000      6.3488         19.0000        5.4575         487.5412       197.3610       139.8214       -13.5992       18.8576        402.2693       110.5299       259.0399       254.1674       256.6036       133.2532       126.3730       129.8131       341.2459       325.2190       333.2443       0.2836         0.5059         12.5262        0.0265         0.2914         8.8732         6.8570         276.4134       
1800.0000      6.3202         20.0000        5.4822         494.1869       200.9175       143.9864       -13.3498       19.4988        408.0103       112.7927       263.7961       258.9296       261.3628       134.9436       128.1932       131.5684       345.8570       330.1028       337.9910       0.2845         0.5034         12.5584        0.0257         0.2821         8.9260         6.9047         278.0977       
1800.0000      6.2928         21.0000        5.5061         500.7804       204.4737       148.1369       -13.0996       20.1285        413.6801       115.0217       268.5262       263.6627       266.0945       136.6056       129.9720       133.2888       350.3982       334.8884       342.6537       0.2854         0.5009         12.5866        0.0249         0.2736         8.9780         6.9518         279.7391       
1800.0000      6.2655         22.0000        5.5301         507.3203       208.0291       152.2722       -12.8487       20.7460        419.2772       117.2162       273.2294       268.3658       270.7976       138.2385       131.7099       134.9742       354.8679       339.5768       347.2322       0.2863         0.4984         12.6108        0.0242         0.2660         9.0284         6.9977         281.3299       
1800.0000      6.2382         23.0000        5.5542         513.8072       211.5838       156.3923       -12.5971       21.3517        424.8025       119.3764       277.9060       273.0393       275.4726       139.8428       133.4082       136.6255       359.2671       344.1702       351.7279       0.2872         0.4960         12.6313        0.0235         0.2590         9.0772         7.0425         282.8719       
1800.0000      6.2110         24.0000        5.5786         520.2418       215.1379       160.4976       -12.3449       21.9455        430.2564       121.5028       282.5562       277.6835       280.1199       141.4186       135.0679       138.2432       363.5963       348.6712       356.1426       0.2881         0.4935         12.6483        0.0230         0.2526         9.1244         7.0862         284.3665       
1800.0000      6.1839         25.0000        5.6030         526.6250       218.6915       164.5880       -12.0920       22.5277        435.6396       123.5955       287.1805       282.2987       284.7396       142.9663       136.6899       139.8281       367.8561       353.0820       360.4774       0.2890         0.4911         12.6619        0.0224         0.2469         9.1702         7.1287         285.8155       
1800.0000      6.1592         26.0000        5.6255         532.9610       222.2461       168.6658       -11.8382       23.0992        440.9555       125.6564       291.7814       286.8876       289.3345       144.4874       138.2764       141.3819       372.0502       357.4073       364.7368       0.2899         0.4886         12.6723        0.0220         0.2416         9.2164         7.1717         287.2396       
1800.0000      6.1346         27.0000        5.6481         539.2465       225.8004       172.7290       -11.5837       23.6593        446.2015       127.6842       296.3568       291.4481       293.9025       145.9807       139.8271       142.9039       376.1760       361.6460       368.9187       0.2908         0.4862         12.6796        0.0215         0.2369         9.2613         7.2136         288.6209       
1800.0000      6.1100         28.0000        5.6708         545.4822       229.3545       176.7779       -11.3285       24.2079        451.3781       129.6790       300.9070       295.9804       298.4437       147.4465       141.3427       144.3946       380.2338       365.7999       373.0243       0.2917         0.4838         12.6839        0.0211         0.2326         9.3047         7.2545         289.9605       
1800.0000      6.0854         29.0000        5.6937         551.6686       232.9084       180.8126       -11.0726       24.7452        456.4858       131.6411       305.4323       300.4849       302.9586       148.8851       142.8240       145.8545       384.2243       369.8707       377.0546       0.2926         0.4814         12.6852        0.0208         0.2287         9.3469         7.2945         291.2596       
1800.0000      6.0610         30.0000        5.7167         557.8064       236.4624       184.8332       -10.8161       25.2712        461.5250       133.5707       309.9328       304.9617       307.4472       150.2966       144.2717       147.2842       388.1479       373.8598       381.0108       0.2935         0.4791         12.6838        0.0205         0.2251         9.3879         7.3335         292.5192       
1900.0000      7.0103         0.0000         4.9426         343.8173       127.9201       55.3413        -18.4004       2.8974         273.4827       57.9485        159.8137       154.1213       156.9675       92.9368        78.1757        85.5562        233.5400       200.6086       217.2056       0.2694         0.5451         10.2750        0.0863         0.9810         7.4053         5.6355         227.7436       
1900.0000      6.9706         1.0000         4.9707         351.8188       131.5442       59.8715        -18.1640       3.8195         280.8761       61.0030        165.2320       159.6217       162.4269       95.3105        81.4236        88.3670        239.8198       208.7723       224.4057       0.2697         0.5440         10.4989        0.0786         0.8879         7.5087         5.7164         231.2459       
1900.0000      6.9311         2.0000         4.9990         359.7380       135.1623       64.3792        -17.9272       4.7247         288.1736       64.0114        170.6101       165.0765       167.8433       97.6440        84.5451        91.0946        246.0014       216.6492       231.4175       0.2702         0.5427         10.7026        0.0719         0.8082         7.6074         5.7944         234.5788       
1900.0000      6.8918         3.0000         5.0275         367.5772       138.7750       68.8648        -17.6899       5.6134         295.3772       66.9744        175.9490       170.4870       173.2180       99.9385        87.5513        93.7449        252.0871       224.2645       238.2539       0.2708         0.5412         10.8881        0.0661         0.7395         7.7017         5.8698         237.7572       
1900.0000      6.8527         4.0000         5.0562         375.3388       142.3827       73.3291        -17.4520       6.4860         302.4886       69.8932        181.2498       175.8544       178.5521       102.1946       90.4516        96.3231        258.0793       231.6398       244.9261       0.2714         0.5395         11.0576        0.0610         0.6798         7.7919         5.9425         240.7941       
1900.0000      6.8138         5.0000         5.0851         383.0249       145.9856       77.7726        -17.2136       7.3429         309.5097       72.7686        186.5135       181.1800       183.8467       104.4133       93.2543        98.8338        263.9798       238.7934       251.4436       0.2721         0.5376         11.2127        0.0565         0.6277         7.8784         6.0128         243.7004       
1900.0000      6.7781         6.0000         5.1118         390.6457       149.5865       82.1989        -16.9744       8.1863         316.4488       75.6048        191.7454       186.4694       189.1074       106.5982       95.9698        101.2840       269.7979       245.7496       257.8229       0.2728         0.5356         11.3551        0.0525         0.5820         7.9632         6.0823         246.5088       
1900.0000      6.7427         7.0000         5.1387         398.1944       153.1833       86.6053        -16.7346       9.0146         323.3003       78.3991        196.9419       191.7190       194.3304       108.7471       98.6008        103.6739       275.5278       252.5132       264.0632       0.2735         0.5335         11.4856        0.0489         0.5418         8.0447         6.1495         249.2050       
1900.0000      6.7073         8.0000         5.1658         405.6729       156.7764       90.9923        -16.4942       9.8280         330.0658       81.1520        202.1037       196.9296       199.5167       110.8605       101.1527       106.0066       281.1710       259.0965       270.1710       0.2743         0.5313         11.6054        0.0458         0.5061         8.1230         6.2147         251.7965       
1900.0000      6.6721         9.0000         5.1931         413.0827       160.3660       95.3602        -16.2533       10.6269        336.7465       83.8643        207.2316       202.1023       204.6669       112.9391       103.6304       108.2848       286.7292       265.5101       276.1523       0.2751         0.5291         11.7153        0.0430         0.4745         8.1984         6.2779         254.2896       
1900.0000      6.6370         10.0000        5.2205         420.4255       163.9524       99.7094        -16.0117       11.4114        343.3437       86.5367        212.3263       207.2378       209.7821       114.9835       106.0383       110.5109       292.2038       271.7635       282.0124       0.2759         0.5268         11.8162        0.0405         0.4463         8.2710         6.3391         256.6907       
1900.0000      6.6057         11.0000        5.2452         427.7111       167.5384       104.0438       -15.7692       12.1840        349.8656       89.1732        217.3933       212.3417       214.8675       116.9974       108.3834       112.6904       297.6037       277.8729       287.7638       0.2768         0.5245         11.9091        0.0382         0.4212         8.3433         6.4003         259.0319       
1900.0000      6.5745         12.0000        5.2701         434.9321       171.1216       108.3601       -15.5261       12.9426        356.3060       91.7708        222.4282       217.4099       219.9191       118.9779       110.6657       114.8218       302.9222       283.8375       293.4027       0.2776         0.5221         11.9943        0.0362         0.3986         8.4130         6.4598         261.2911       
1900.0000      6.5434         13.0000        5.2952         442.0896       174.7022       112.6588       -15.2824       13.6876        362.6659       94.3299        227.4316       222.4430       224.9373       120.9257       112.8883       116.9070       308.1607       289.6640       298.9327       0.2785         0.5197         12.0723        0.0344         0.3784         8.4804         6.5176         263.4726       
1900.0000      6.5124         14.0000        5.3204         449.1850       178.2806       116.9401       -15.0380       14.4191        368.9463       96.8510        232.4042       227.4417       229.9229       122.8412       115.0540       118.9476       313.3201       295.3584       304.3577       0.2794         0.5173         12.1436        0.0327         0.3602         8.5455         6.5739         265.5803       
1900.0000      6.4816         15.0000        5.3457         456.2195       181.8569       121.2042       -14.7931       15.1374        375.1483       99.3347        237.3464       232.4065       234.8765       124.7249       117.1653       120.9451       318.4017       300.9263       309.6807       0.2803         0.5149         12.2086        0.0313         0.3439         8.6083         6.6285         267.6178       
1900.0000      6.4521         16.0000        5.3701         463.1969       185.4321       125.4527       -14.5473       15.8432        381.2750       101.7825       242.2604       237.3398       239.8001       126.5782       119.2256       122.9019       323.4089       306.3752       314.9072       0.2811         0.5125         12.2680        0.0299         0.3291         8.6701         6.6824         269.5986       
1900.0000      6.4228         17.0000        5.3946         470.1152       189.0055       129.6847       -14.3009       16.5362        387.3248       104.1936       247.1450       242.2403       244.6927       128.4005       121.2358       124.8181       328.3400       311.7068       320.0373       0.2820         0.5101         12.3218        0.0287         0.3157         8.7298         6.7349         271.5154       
1900.0000      6.3935         18.0000        5.4193         476.9756       192.5774       133.9002       -14.0539       17.2163        393.2985       106.5685       252.0006       247.1086       249.5546       130.1920       123.1980       126.6950       333.1960       316.9253       325.0734       0.2829         0.5077         12.3705        0.0276         0.3037         8.7875         6.7860         273.3709       
1900.0000      6.3644         19.0000        5.4442         483.7790       196.1478       138.0996       -13.8062       17.8838        399.1969       108.9074       256.8276       251.9452       254.3864       131.9533       125.1137       128.5335       337.9776       322.0346       330.0179       0.2838         0.5053         12.4144        0.0266         0.2927         8.8434         6.8357         275.1675       
1900.0000      6.3353         20.0000        5.4691         490.5262       199.7169       142.2831       -13.5579       18.5389        405.0208       111.2109       261.6266       256.7505       259.1886       133.6846       126.9846       130.3346       342.6859       327.0380       334.8729       0.2847         0.5029         12.4536        0.0257         0.2828         8.8975         6.8841         276.9077       
1900.0000      6.3075         21.0000        5.4932         497.2203       203.2856       146.4519       -13.3088       19.1822        410.7727       113.4801       266.3991       261.5263       263.9627       135.3871       128.8130       132.1001       347.3234       331.9407       339.6423       0.2855         0.5004         12.4885        0.0249         0.2738         8.9508         6.9320         278.6031       
1900.0000      6.2798         22.0000        5.5175         503.8599       206.8533       150.6052       -13.0591       19.8133        416.4513       115.7145       271.1443       266.2717       268.7080       137.0603       130.5994       133.8299       351.8889       336.7436       344.3258       0.2864         0.4980         12.5193        0.0241         0.2657         9.0023         6.9786         280.2460       
1900.0000      6.2521         23.0000        5.5419         510.4457       210.4201       154.7431       -12.8087       20.4322        422.0573       117.9143       275.8624       270.9869       273.4247       138.7044       132.3451       135.5248       356.3831       341.4494       348.9252       0.2873         0.4957         12.5461        0.0235         0.2582         9.0523         7.0241         281.8385       
1900.0000      6.2245         24.0000        5.5665         516.9784       213.9861       158.8659       -12.5576       21.0392        427.5912       120.0798       280.5537       275.6725       278.1131       140.3198       134.0512       137.1855       360.8066       346.0606       353.4421       0.2882         0.4933         12.5692        0.0228         0.2515         9.1007         7.0684         283.3821       
1900.0000      6.1970         25.0000        5.5912         523.4588       217.5515       162.9736       -12.3059       21.6344        433.0537       122.2114       285.2187       280.3287       282.7737       141.9068       135.7187       138.8128       365.1602       350.5795       357.8779       0.2891         0.4909         12.5887        0.0223         0.2454         9.1475         7.1116         284.8785       
1900.0000      6.1719         26.0000        5.6139         529.8914       221.1178       167.0685       -12.0533       22.2189        438.4486       124.3110       289.8601       284.9582       287.4092       143.4669       137.3500       140.4085       369.4477       355.0115       362.2372       0.2899         0.4885         12.6048        0.0218         0.2399         9.1947         7.1551         286.3487       
1900.0000      6.1469         27.0000        5.6368         536.2729       224.6836       171.1487       -11.8000       22.7918        443.7729       126.3771       294.4756       289.5590       292.0173       144.9990       138.9447       141.9718       373.6662       359.3552       366.5180       0.2908         0.4862         12.6177        0.0213         0.2348         9.2406         7.1976         287.7748       
1900.0000      6.1219         28.0000        5.6598         542.6039       228.2490       175.2143       -11.5460       23.3530        449.0273       128.4099       299.0656       294.1313       296.5985       146.5033       140.5035       143.5034       377.8162       363.6125       370.7214       0.2917         0.4838         12.6274        0.0209         0.2303         9.2850         7.2391         289.1579       
1900.0000      6.0970         29.0000        5.6829         548.8849       231.8142       179.2655       -11.2914       23.9028        454.2122       130.4098       303.6303       298.6754       301.1528       147.9801       142.0274       145.0037       381.8985       367.7852       374.8486       0.2925         0.4815         12.6340        0.0205         0.2262         9.3281         7.2796         290.4994       
