The SAM model uses the reference state from Al2O3.dat at T = 0.000000       K
Reference data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
1800.0000      48.0000        7.3982         683.6763       283.8277       258.3843       35.8740        666.3561       214.2112       403.8170       206.7774       529.9928       
1800.0000      50.0000        7.3597         693.0221       289.8049       264.8957       36.4611        674.7788       217.3418       411.0455       208.9148       536.0204       
1800.0000      52.0000        7.3215         702.2800       295.7809       271.3945       37.0404        683.1441       220.4151       418.2425       211.0050       541.9287       
1800.0000      54.0000        7.2839         711.4505       301.7557       277.8811       37.6121        691.4525       223.4313       425.4082       213.0482       547.7184       
1800.0000      56.0000        7.2458         720.5327       307.7287       284.3547       38.1765        699.7029       226.3901       432.5418       215.0443       553.3891       
1800.0000      58.0000        7.2066         729.5263       313.6998       290.8150       38.7338        707.8950       229.2913       439.6430       216.9935       558.9409       
1800.0000      60.0000        7.1685         738.4344       319.6702       297.2636       39.2836        716.0317       232.1366       446.7139       218.8970       564.3769       
1800.0000      62.0000        7.1338         747.2600       325.6409       303.7018       39.8254        724.1156       234.9273       453.7562       220.7558       569.6999       
1800.0000      64.0000        7.0999         756.0003       331.6107       310.1280       40.3599        732.1441       237.6621       460.7680       222.5693       574.9076       
1800.0000      66.0000        7.0644         764.6527       337.5784       316.5410       40.8880        740.1147       240.3399       467.7477       224.3367       579.9981       
1800.0000      68.0000        7.0293         773.2200       343.5450       322.9419       41.4091        748.0299       242.9621       474.6968       226.0591       584.9740       
1800.0000      70.0000        6.9968         781.7048       349.5117       329.3321       41.9226        755.8922       245.5298       481.6171       227.7374       589.8377       
1800.0000      72.0000        6.9656         790.1060       355.4779       335.7109       42.4290        763.7005       248.0427       488.5077       229.3715       594.5885       
1800.0000      74.0000        6.9340         798.4219       361.4426       342.0773       42.9289        771.4530       250.4998       495.3676       230.9608       599.2249       
1800.0000      76.0000        6.9020         806.6527       367.4060       348.4314       43.4225        779.1499       252.9015       502.1966       232.5057       603.7476       
1800.0000      78.0000        6.8701         814.7991       373.3682       354.7733       43.9096        786.7919       255.2481       508.9954       234.0064       608.1571       
1800.0000      80.0000        6.8386         822.8619       379.3294       361.1034       44.3902        794.3795       257.5399       515.7641       235.4633       612.4542       
1900.0000      0.0000         8.7238         427.6144       138.8198       96.7627        19.0137        442.6650       118.9148       218.2260       138.3335       342.5103       
1900.0000      2.0000         8.6390         439.2907       144.8370       103.6006       19.8651        452.6187       123.5593       226.2916       141.7953       351.8526       
1900.0000      4.0000         8.5606         450.8642       150.8524       110.4244       20.7032        462.5046       128.1371       234.3202       145.1942       361.0365       
