The SAM model uses the reference state from Al2O3.dat at T = 0.000000       K
Reference data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
1900.0000      74.0000        6.9429         795.8253       360.2348       340.6604       43.7139        768.9731       249.3492       493.6186       230.1393       597.0664       
1900.0000      76.0000        6.9106         804.0863       366.1933       347.0120       44.2276        776.6872       251.7723       500.4538       231.7043       601.6320       
1900.0000      78.0000        6.8783         812.2625       372.1505       353.3513       44.7348        784.3462       254.1401       507.2585       233.2251       606.0841       
1900.0000      80.0000        6.8465         820.3548       378.1067       359.6788       45.2355        791.9505       256.4530       514.0331       234.7019       610.4236       
2000.0000      0.0000         8.7500         423.4869       137.7200       95.3315        18.9910        439.2258       116.7372       216.0611       136.5643       338.3005       
2000.0000      2.0000         8.6645         435.2216       143.7365       102.1735       19.8678        449.2182       121.4195       224.1451       140.0602       347.7178       
2000.0000      4.0000         8.5855         446.8522       149.7511       109.0010       20.7310        459.1419       126.0342       232.1917       143.4927       356.9751       
2000.0000      6.0000         8.5124         458.3798       155.7639       115.8142       21.5812        468.9978       130.5822       240.2013       146.8629       366.0758       
2000.0000      8.0000         8.4448         469.8056       161.7748       122.6134       22.4184        478.7866       135.0641       248.1745       150.1720       375.0229       
2000.0000      10.0000        8.3818         481.1298       167.7840       129.3984       23.2432        488.5086       139.4802       256.1112       153.4208       383.8188       
2000.0000      12.0000        8.3211         492.3502       173.7903       136.1682       24.0557        498.1616       143.8294       264.0100       156.6089       392.4627       
2000.0000      14.0000        8.2608         503.4654       179.7933       142.9220       24.8566        507.7444       148.1110       271.8700       159.7364       400.9549       
2000.0000      16.0000        8.2030         514.4804       185.7941       149.6615       25.6459        517.2610       152.3278       279.6937       162.8058       409.3020       
2000.0000      18.0000        8.1494         525.3990       191.7937       156.3878       26.4238        526.7145       156.4818       287.4831       165.8193       417.5089       
2000.0000      20.0000        8.0953         536.2148       197.7900       163.0984       27.1909        536.0993       160.5697       295.2345       168.7747       425.5705       
2000.0000      22.0000        8.0366         546.9228       203.7810       169.7910       27.9480        545.4112       164.5892       302.9450       171.6704       433.4834       
2000.0000      24.0000        7.9780         557.5317       209.7693       176.4687       28.6950        554.6571       168.5448       310.6190       174.5105       441.2570       
2000.0000      26.0000        7.9242         568.0496       215.7573       183.1346       29.4314        563.8442       172.4407       318.2612       177.2985       448.9003       
2000.0000      28.0000        7.8723         578.4729       221.7435       189.7872       30.1579        572.9691       176.2751       325.8694       180.0334       456.4107       
2000.0000      30.0000        7.8195         588.7981       227.7269       196.4247       30.8750        582.0289       180.0464       333.4413       182.7141       463.7856       
2000.0000      32.0000        7.7705         599.0335       233.7098       203.0504       31.5821        591.0305       183.7587       340.9817       185.3442       471.0338       
2000.0000      34.0000        7.7295         609.1860       239.6945       209.6672       32.2788        599.9799       187.4155       348.4945       187.9267       478.1625       
2000.0000      36.0000        7.6909         619.2473       245.6782       216.2716       32.9660        608.8700       191.0129       355.9749       190.4587       485.1645       
2000.0000      38.0000        7.6482         629.2090       251.6578       222.8595       33.6449        617.6930       194.5465       363.4176       192.9371       492.0324       
2000.0000      40.0000        7.6019         639.0725       257.6334       229.4316       34.3159        626.4501       198.0174       370.8235       195.3629       498.7684       
2000.0000      42.0000        7.5544         648.8420       263.6064       235.9893       34.9787        635.1450       201.4275       378.1948       197.7379       505.3770       
2000.0000      44.0000        7.5086         658.5223       269.5783       242.5346       35.6328        643.7816       204.7794       385.5342       200.0641       511.8631       
2000.0000      46.0000        7.4664         668.1168       275.5503       249.0690       36.2780        652.3632       208.0748       392.8438       202.3432       518.2304       
2000.0000      48.0000        7.4265         677.6240       281.5217       255.5916       36.9146        660.8881       211.3128       400.1224       204.5746       524.4778       
2000.0000      50.0000        7.3871         687.0416       287.4916       262.1014       37.5431        669.3545       214.4926       407.3688       206.7578       530.6039       
2000.0000      52.0000        7.3482         696.3703       293.4600       268.5983       38.1637        677.7625       217.6144       414.5831       208.8932       536.6093       
2000.0000      54.0000        7.3098         705.6105       299.4271       275.0827       38.7765        686.1128       220.6785       421.7656       210.9811       542.4951       
2000.0000      56.0000        7.2708         714.7612       305.3922       281.5538       39.3818        694.4043       223.6846       428.9155       213.0214       548.2606       
2000.0000      58.0000        7.2308         723.8220       311.3550       288.0112       39.9801        702.6364       226.6325       436.0324       215.0142       553.9059       
2000.0000      60.0000        7.1919         732.7967       317.3170       294.4568       40.5708        710.8125       229.5240       443.1186       216.9609       559.4345       
2000.0000      62.0000        7.1564         741.6882       323.2792       300.8917       41.1532        718.9354       232.3605       450.1759       218.8628       564.8494       
2000.0000      64.0000        7.1217         750.4936       329.2404       307.3146       41.7283        727.0022       235.1406       457.2024       220.7188       570.1481       
2000.0000      66.0000        7.0855         759.2100       335.1993       313.7238       42.2968        735.0103       237.8633       464.1962       222.5283       575.3285       
2000.0000      68.0000        7.0496         767.8404       341.1568       320.1207       42.8584        742.9622       240.5298       471.1590       224.2924       580.3934       
2000.0000      70.0000        7.0163         776.3879       347.1144       326.5068       43.4123        750.8609       243.1416       478.0928       226.0122       585.3456       
2000.0000      72.0000        6.9843         784.8512       353.0713       332.8813       43.9589        758.7050       245.6980       484.9967       227.6874       590.1840       
2000.0000      74.0000        6.9519         793.2282       359.0266       339.2431       44.4991        766.4927       248.1984       491.8693       229.3175       594.9073       
2000.0000      76.0000        6.9192         801.5194       364.9803       345.5923       45.0329        774.2241       250.6429       498.7107       230.9028       599.5160       
2000.0000      78.0000        6.8865         809.7255       370.9326       351.9291       45.5602        781.9000       253.0320       505.5213       232.4436       604.0108       
2000.0000      80.0000        6.8543         817.8473       376.8838       358.2539       46.0811        789.5211       255.3659       512.3017       233.9403       608.3926       
2100.0000      0.0000         8.7761         419.3589       136.6200       93.9001        18.9682        435.7862       114.5594       213.8959       134.7948       334.0902       
2100.0000      2.0000         8.6901         431.1521       142.6359       100.7461       19.8705        445.8173       119.2794       221.9984       138.3249       343.5825       
2100.0000      4.0000         8.6105         442.8398       148.6497       107.5774       20.7589        455.7788       123.9311       230.0629       141.7909       352.9133       
2100.0000      6.0000         8.5368         454.4232       154.6615       114.3942       21.6337        465.6716       128.5152       238.0900       145.1940       362.0859       
2100.0000      8.0000         8.4686         465.9036       160.6715       121.1967       22.4954        475.4964       133.0326       246.0801       148.5353       371.1035       
2100.0000      10.0000        8.4050         477.2813       166.6795       127.9849       23.3443        485.2535       137.4835       254.0333       151.8157       379.9685       
2100.0000      12.0000        8.3437         488.5539       172.6846       134.7575       24.1807        494.9406       141.8666       261.9481       155.0348       388.6800       
2100.0000      14.0000        8.2829         499.7199       178.6860       141.5139       25.0051        504.5565       146.1814       269.8234       158.1925       397.2384       
2100.0000      16.0000        8.2246         510.7846       184.6852       148.2557       25.8178        514.1054       150.4307       277.6621       161.2917       405.6502       
2100.0000      18.0000        8.1705         521.7519       190.6831       154.9842       26.6187        523.5905       154.6167       285.4660       164.3344       413.9208       
2100.0000      20.0000        8.1159         532.6152       196.6774       161.6966       27.4087        533.0060       158.7358       293.2314       167.3183       422.0447       
2100.0000      22.0000        8.0567         543.3692       202.6662       168.3907       28.1885        542.3472       162.7858       300.9551       170.2420       430.0183       
2100.0000      24.0000        7.9976         554.0230       208.6521       175.0696       28.9579        551.6218       166.7712       308.6420       173.1094       437.8513       
2100.0000      26.0000        7.9433         564.5852       214.6377       181.7367       29.7166        560.8371       170.6965       316.2967       175.9244       445.5533       
2100.0000      28.0000        7.8909         575.0519       220.6214       188.3901       30.4652        569.9895       174.5598       323.9170       178.6858       453.1213       
2100.0000      30.0000        7.8376         585.4195       226.6020       195.0283       31.2042        579.0760       178.3594       331.5007       181.3927       460.5528       
2100.0000      32.0000        7.7882         595.6967       232.5822       201.6547       31.9332        588.1039       182.0997       339.0527       184.0486       467.8568       
2100.0000      34.0000        7.7467         605.8907       238.5642       208.2721       32.6514        597.0795       185.7843       346.5769       186.6567       475.0409       
2100.0000      36.0000        7.7077         615.9930       244.5451       214.8769       33.3600        605.9953       189.4090       354.0685       189.2139       482.0977       
2100.0000      38.0000        7.6645         625.9944       250.5217       221.4650       34.0602        614.8431       192.9694       361.5219       191.7171       489.0191       
2100.0000      40.0000        7.6178         635.8967       256.4941       228.0370       34.7524        623.6243       196.4665       368.9379       194.1671       495.8075       
2100.0000      42.0000        7.5698         645.7042       262.4637       234.5943       35.4363        632.3424       199.9024       376.3190       196.5660       502.4676       
2100.0000      44.0000        7.5236         655.4219       268.4321       241.1391       36.1115        641.0020       203.2798       383.6679       198.9159       509.0047       
2100.0000      46.0000        7.4810         665.0534       274.4006       247.6729       36.7776        649.6062       206.6003       390.9869       201.2184       515.4224       
2100.0000      48.0000        7.4407         674.5971       280.3685       254.1949       37.4350        658.1534       209.8633       398.2747       203.4729       521.7197       
2100.0000      50.0000        7.4009         684.0507       286.3347       260.7039       38.0842        666.6416       213.0676       405.5300       205.6790       527.8949       
2100.0000      52.0000        7.3615         693.4147       292.2993       267.1999       38.7255        675.0711       216.2137       412.7530       207.8370       533.9490       
2100.0000      54.0000        7.3227         702.6898       298.2625       273.6832       39.3588        683.4424       219.3018       419.9439       209.9473       539.8828       
2100.0000      56.0000        7.2833         711.8747       304.2236       280.1530       39.9847        691.7543       222.3316       427.1019       212.0097       545.6957       
2100.0000      58.0000        7.2429         720.9692       310.1823       286.6090       40.6034        700.0064       225.3028       434.2266       214.0244       551.3877       
2100.0000      60.0000        7.2036         729.9771       316.1401       293.0530       41.2145        708.2022       228.2173       441.3204       215.9927       556.9626       
2100.0000      62.0000        7.1677         738.9016       322.0981       299.4864       41.8173        716.3446       231.0767       448.3853       217.9160       562.4235       
2100.0000      64.0000        7.1326         747.7396       328.0550       305.9076       42.4126        724.4306       233.8796       455.4192       219.7933       567.7678       
2100.0000      66.0000        7.0960         756.4880       334.0094       312.3148       43.0015        732.4574       236.6246       462.4200       221.6239       572.9931       
2100.0000      68.0000        7.0597         765.1500       339.9624       318.7097       43.5833        740.4277       239.3133       469.3896       223.4088       578.1025       
2100.0000      70.0000        7.0260         773.7288       345.9155       325.0938       44.1573        748.3446       241.9471       476.3302       225.1493       583.0989       
2100.0000      72.0000        6.9937         782.2231       351.8678       331.4661       44.7241        756.2067       244.5254       483.2407       226.8451       587.9812       
2100.0000      74.0000        6.9609         790.6307       357.8183       337.8257       45.2844        764.0119       247.0475       490.1197       228.4956       592.7480       
2100.0000      76.0000        6.9278         798.9520       363.7672       344.1724       45.8383        771.7606       249.5134       496.9672       230.1011       597.3997       
2100.0000      78.0000        6.8948         807.1880       369.7145       350.5066       46.3858        779.4535       251.9236       503.7839       231.6620       601.9372       
2100.0000      80.0000        6.8622         815.3393       375.6607       356.8287       46.9268        787.0912       254.2786       510.5701       233.1787       606.3612       
2200.0000      0.0000         8.8023         415.2305       135.5199       92.4686        18.9455        432.3462       112.3814       211.7304       133.0251       329.8795       
2200.0000      2.0000         8.7156         427.0821       141.5352       99.3186        19.8732        442.4161       117.1391       219.8514       136.5895       339.4467       
2200.0000      4.0000         8.6354         438.8269       147.5482       106.1537       20.7867        452.4154       121.8277       227.9339       140.0890       348.8510       
2200.0000      6.0000         8.5612         450.4662       153.5591       112.9741       21.6863        462.3450       126.4480       235.9785       143.5249       358.0955       
2200.0000      8.0000         8.4924         462.0013       159.5681       119.7799       22.5725        472.2058       131.0009       243.9856       146.8984       367.1837       
2200.0000      10.0000        8.4283         473.4325       165.5749       126.5712       23.4454        481.9980       135.4865       251.9553       150.2105       376.1179       
2200.0000      12.0000        8.3664         484.7572       171.5787       133.3467       24.3057        491.7193       139.9036       259.8860       153.4605       384.8970       
2200.0000      14.0000        8.3050         495.9740       177.5786       140.1056       25.1537        501.3682       144.2516       267.7767       156.6485       393.5214       
2200.0000      16.0000        8.2462         507.0883       183.5762       146.8498       25.9897        510.9494       148.5334       275.6302       159.7774       401.9981       
2200.0000      18.0000        8.1916         518.1044       189.5723       153.5804       26.8137        520.4661       152.7513       283.4487       162.8493       410.3323       
2200.0000      20.0000        8.1365         529.0152       195.5647       160.2947       27.6265        529.9122       156.9018       291.2280       165.8618       418.5185       
2200.0000      22.0000        8.0768         539.8152       201.5513       166.9903       28.4290        539.2829       160.9821       298.9650       168.8133       426.5527       
2200.0000      24.0000        8.0172         550.5139       207.5348       173.6704       29.2209        548.5861       164.9973       306.6647       171.7081       434.4452       
2200.0000      26.0000        7.9624         561.1203       213.5179       180.3385       30.0019        557.8296       168.9520       314.3320       174.5501       442.2058       
2200.0000      28.0000        7.9095         571.6304       219.4992       186.9929       30.7725        567.0096       172.8442       321.9645       177.3382       449.8315       
2200.0000      30.0000        7.8558         582.0405       225.4770       193.6318       31.5335        576.1228       176.6721       329.5599       180.0711       457.3195       
2200.0000      32.0000        7.8058         592.3595       231.4544       200.2587       32.2842        585.1770       180.4404       337.1234       182.7528       464.6794       
2200.0000      34.0000        7.7640         602.5951       237.4337       206.8767       33.0240        594.1788       184.1528       344.6591       185.3865       471.9190       
2200.0000      36.0000        7.7244         612.7382       243.4119       213.4821       33.7540        603.1203       187.8049       352.1618       187.9689       479.0304       
2200.0000      38.0000        7.6808         622.7795       249.3854       220.0704       34.4756        611.9929       191.3921       359.6259       190.4968       486.0054       
2200.0000      40.0000        7.6337         632.7206       255.3546       226.6421       35.1890        620.7980       194.9154       367.0521       192.9712       492.8463       
2200.0000      42.0000        7.5853         642.5660       261.3208       233.1991       35.8941        629.5396       198.3771       374.4429       195.3940       499.5579       
2200.0000      44.0000        7.5386         652.3211       267.2858       239.7434       36.5903        638.2221       201.7799       381.8014       197.7675       506.1459       
2200.0000      46.0000        7.4956         661.9896       273.2508       246.2767       37.2773        646.8489       205.1257       389.1297       200.0934       512.6140       
2200.0000      48.0000        7.4549         671.5698       279.2150       252.7980       37.9555        655.4184       208.4135       396.4268       202.3711       518.9612       
2200.0000      50.0000        7.4146         681.0593       285.1776       259.3062       38.6254        663.9284       211.6425       403.6910       204.6001       525.1856       
2200.0000      52.0000        7.3748         690.4587       291.1385       265.8013       39.2873        672.3793       214.8128       410.9226       206.7807       531.2883       
2200.0000      54.0000        7.3356         699.7686       297.0978       272.2835       39.9412        680.7715       217.9249       418.1219       208.9134       537.2701       
2200.0000      56.0000        7.2958         708.9879       303.0549       278.7520       40.5876        689.1040       220.9783       425.2880       210.9979       543.1305       
2200.0000      58.0000        7.2550         718.1160       309.0095       285.2066       41.2268        697.3761       223.9728       432.4206       213.0344       548.8693       
2200.0000      60.0000        7.2154         727.1572       314.9630       291.6490       41.8583        705.5916       226.9105       439.5221       215.0243       554.4905       
2200.0000      62.0000        7.1790         736.1146       320.9168       298.0808       42.4814        713.7535       229.7928       446.5945       216.9691       559.9973       
2200.0000      64.0000        7.1435         744.9851       326.8695       304.5003       43.0970        721.8587       232.6184       453.6357       218.8677       565.3871       
2200.0000      66.0000        7.1065         753.7656       332.8194       310.9057       43.7062        729.9042       235.3858       460.6436       220.7193       570.6574       
2200.0000      68.0000        7.0699         762.4592       338.7679       317.2986       44.3082        737.8929       238.0967       467.6201       222.5251       575.8113       
2200.0000      70.0000        7.0358         771.0693       344.7164       323.6805       44.9024        745.8280       240.7525       474.5674       224.2864       580.8519       
2200.0000      72.0000        7.0030         779.5946       350.6640       330.0508       45.4894        753.7080       243.3527       481.4845       226.0027       585.7781       
2200.0000      74.0000        6.9699         788.0328       356.6099       336.4080       46.0698        761.5308       245.8963       488.3698       227.6736       590.5883       
2200.0000      76.0000        6.9364         796.3844       362.5538       342.7523       46.6439        769.2968       248.3836       495.2236       229.2994       595.2831       
2200.0000      78.0000        6.9030         804.6501       368.4963       349.0840       47.2115        777.0066       250.8151       502.0462       230.8803       599.8632       
2200.0000      80.0000        6.8701         812.8310       374.4374       355.4034       47.7726        784.6610       253.1911       508.8382       232.4169       604.3296       
2300.0000      0.0000         8.8284         411.1017       134.4197       91.0369        18.9227        428.9059       110.2031       209.5648       131.2553       325.6684       
2300.0000      2.0000         8.7412         423.0118       140.4343       97.8910        19.8759        439.0146       114.9986       217.7043       134.8539       335.3106       
2300.0000      4.0000         8.6604         434.8137       146.4466       104.7298       20.8145        449.0516       119.7241       225.8047       138.3869       344.7883       
2300.0000      6.0000         8.5855         446.5088       152.4566       111.5538       21.7389        459.0181       124.3806       233.8667       141.8557       354.1048       
2300.0000      8.0000         8.5162         458.0985       158.4645       118.3630       22.6495        468.9148       128.9689       241.8908       145.2614       363.2635       
2300.0000      10.0000        8.4515         469.5832       164.4702       125.1574       23.5466        478.7422       133.4893       249.8770       148.6051       372.2668       
2300.0000      12.0000        8.3891         480.9601       170.4727       131.9358       24.4307        488.4976       137.9404       257.8237       151.8860       381.1136       
2300.0000      14.0000        8.3272         492.2277       176.4711       138.6972       25.3023        498.1797       142.3216       265.7297       155.1043       389.8041       
2300.0000      16.0000        8.2679         503.3917       182.4670       145.4437       26.1616        507.7931       146.6360       273.5982       158.2629       398.3456       
2300.0000      18.0000        8.2127         514.4565       188.4614       152.1765       27.0087        517.3414       150.8858       281.4311       161.3640       406.7435       
2300.0000      20.0000        8.1570         525.4148       194.4519       158.8927       27.8444        526.8181       155.0675       289.2245       164.4051       414.9920       
2300.0000      22.0000        8.0969         536.2608       200.4363       165.5897       28.6695        536.2183       159.1783       296.9747       167.3845       423.0868       
2300.0000      24.0000        8.0367         547.0044       206.4174       172.2710       29.4839        545.5501       163.2233       304.6872       170.3067       431.0387       
2300.0000      26.0000        7.9815         557.6551       212.3981       178.9403       30.2871        554.8217       167.2074       312.3670       173.1757       438.8580       
2300.0000      28.0000        7.9282         568.2087       218.3768       185.5956       31.0799        564.0293       171.1285       320.0117       175.9903       446.5414       
2300.0000      30.0000        7.8739         578.6611       224.3519       192.2351       31.8628        573.1693       174.9847       327.6189       178.7494       454.0860       
2300.0000      32.0000        7.8235         589.0220       230.3265       198.8626       32.6353        582.2498       178.7810       335.1938       181.4568       461.5017       
2300.0000      34.0000        7.7812         599.2991       236.3032       205.4813       33.3967        591.2778       182.5211       342.7410       184.1161       468.7968       
2300.0000      36.0000        7.7412         609.4831       242.2786       212.0871       34.1481        600.2450       186.2006       350.2549       186.7238       475.9629       
2300.0000      38.0000        7.6972         619.5642       248.2491       218.6755       34.8910        609.1424       189.8146       357.7297       189.2765       482.9914       
2300.0000      40.0000        7.6495         629.5440       254.2150       225.2472       35.6256        617.9715       193.3642       365.1660       191.7751       489.8847       
2300.0000      42.0000        7.6007         639.4275       260.1778       231.8038       36.3519        626.7364       196.8517       372.5667       194.2219       496.6479       
2300.0000      44.0000        7.5536         649.2199       266.1393       238.3476       37.0691        635.4418       200.2799       379.9347       196.6190       503.2867       
2300.0000      46.0000        7.5102         658.9255       272.1008       244.8803       37.7770        644.0913       203.6508       387.2724       198.9683       509.8053       
2300.0000      48.0000        7.4690         668.5422       278.0615       251.4010       38.4760        652.6831       206.9636       394.5786       201.2692       516.2023       
2300.0000      50.0000        7.4284         678.0676       284.0204       257.9083       39.1667        661.2149       210.2172       401.8517       203.5211       522.4760       
2300.0000      52.0000        7.3882         687.5024       289.9775       264.4025       39.8492        669.6872       213.4118       409.0920       205.7243       528.6273       
2300.0000      54.0000        7.3485         696.8472       295.9329       270.8836       40.5237        678.1004       216.5479       416.2997       207.8793       534.6572       
2300.0000      56.0000        7.3084         706.1007       301.8861       277.3509       41.1906        686.4533       219.6249       423.4740       209.9860       540.5649       
2300.0000      58.0000        7.2671         715.2625       307.8365       283.8040       41.8503        694.7455       222.6428       430.6144       212.0442       546.3505       
2300.0000      60.0000        7.2271         724.3369       313.7858       290.2449       42.5022        702.9807       225.6035       437.7235       214.0558       552.0180       
2300.0000      62.0000        7.1903         733.3273       319.7354       296.6751       43.1457        711.1621       228.5088       444.8034       216.0221       557.5708       
2300.0000      64.0000        7.1545         742.2304       325.6838       303.0929       43.7816        719.2865       231.3571       451.8520       217.9420       563.0061       
2300.0000      66.0000        7.1170         751.0428       331.6292       309.4964       44.4109        727.3506       234.1469       458.8669       219.8147       568.3214       
2300.0000      68.0000        7.0800         759.7680       337.5732       315.8872       45.0332        735.3577       236.8799       465.8503       221.6413       573.5198       
2300.0000      70.0000        7.0456         768.4095       343.5171       322.2671       45.6476        743.3110       239.5578       472.8044       223.4233       578.6047       
2300.0000      72.0000        7.0124         776.9658       349.4601       328.6352       46.2547        751.2090       242.1798       479.7280       225.1602       583.5748       
2300.0000      74.0000        6.9789         785.4346       355.4012       334.9901       46.8553        759.0494       244.7450       486.6198       226.8515       588.4284       
2300.0000      76.0000        6.9450         793.8164       361.3404       341.3320       47.4495        766.8326       247.2538       493.4797       228.4975       593.1662       
2300.0000      78.0000        6.9112         802.1120       367.2779       347.6611       48.0373        774.5594       249.7064       500.3083       230.0985       597.7890       
2300.0000      80.0000        6.8779         810.3223       373.2140       353.9779       48.6185        782.2305       252.1035       507.1061       231.6550       602.2977       
2400.0000      0.0000         8.8546         406.9727       133.3194       89.6052        18.9000        425.4654       108.0247       207.3990       129.4853       321.4570       
2400.0000      2.0000         8.7667         418.9411       139.3334       96.4632        19.8786        435.6128       112.8579       215.5569       133.1181       331.1742       
2400.0000      4.0000         8.6853         430.8001       145.3448       103.3059       20.8423        445.6876       117.6204       223.6754       136.6847       340.7253       
2400.0000      6.0000         8.6099         442.5512       151.3540       110.1334       21.7915        455.6909       122.3131       231.7548       140.1863       350.1138       
2400.0000      8.0000         8.5400         454.1955       157.3609       116.9459       22.7265        465.6237       126.9368       239.7959       143.6243       359.3431       
2400.0000      10.0000        8.4748         465.7336       163.3654       123.7435       23.6478        475.4861       131.4919       247.7986       146.9995       368.4155       
2400.0000      12.0000        8.4118         477.1627       169.3666       130.5247       24.5557        485.2757       135.9770       255.7612       150.3115       377.3299       
2400.0000      14.0000        8.3493         488.4810       175.3635       137.2887       25.4509        494.9908       140.3914       263.6826       153.5600       386.0865       
2400.0000      16.0000        8.2895         499.6948       181.3578       144.0375       26.3335        504.6365       144.7383       271.5659       156.7483       394.6927       
2400.0000      18.0000        8.2338         510.8083       187.3504       150.7725       27.2037        514.2164       149.0201       279.4134       159.8786       403.1543       
2400.0000      20.0000        8.1776         521.8141       193.3390       157.4905       28.0622        523.7238       153.2331       287.2207       162.9483       411.4651       
2400.0000      22.0000        8.1170         532.7061       199.3212       164.1890       28.9100        533.1534       157.3743       294.9843       165.9556       419.6206       
2400.0000      24.0000        8.0563         543.4946       205.2999       170.8715       29.7469        542.5139       161.4491       302.7095       168.9051       427.6320       
2400.0000      26.0000        8.0006         554.1896       211.2782       177.5419       30.5724        551.8137       165.4626       310.4019       171.8012       435.5099       
2400.0000      28.0000        7.9468         564.7866       217.2543       184.1981       31.3873        561.0487       169.4126       318.0588       174.6424       443.2510       
2400.0000      30.0000        7.8921         575.2814       223.2267       190.8383       32.1922        570.2155       173.2972       325.6777       177.4275       450.8521       
2400.0000      32.0000        7.8412         585.6841       229.1986       197.4664       32.9864        579.3223       177.1214       333.2641       180.1608       458.3237       
2400.0000      34.0000        7.7984         596.0028       235.1725       204.0857       33.7694        588.3765       180.8893       340.8228       182.8457       465.6742       
2400.0000      36.0000        7.7580         606.2277       241.1451       210.6919       34.5422        597.3693       184.5962       348.3479       185.4786       472.8950       
2400.0000      38.0000        7.7135         616.3486       247.1126       217.2806       35.3064        606.2916       188.2370       355.8333       188.0560       479.9770       
2400.0000      40.0000        7.6654         626.3672       253.0753       223.8521       36.0623        615.1447       191.8128       363.2798       190.5790       486.9228       
2400.0000      42.0000        7.6162         636.2886       259.0347       230.4083       36.8097        623.9330       195.3260       370.6902       193.0496       493.7376       
2400.0000      44.0000        7.5686         646.1185       264.9927       236.9516       37.5480        632.6613       198.7797       378.0678       195.4704       500.4273       
2400.0000      46.0000        7.5247         655.8610       270.9507       243.4838       38.2768        641.3334       202.1759       385.4148       197.8431       506.9963       
2400.0000      48.0000        7.4832         665.5142       276.9078       250.0038       38.9966        649.9475       205.5136       392.7302       200.1672       513.4432       
2400.0000      50.0000        7.4421         675.0757       282.8631       256.5104       39.7080        658.5011       208.7917       400.0123       202.4419       519.7662       
2400.0000      52.0000        7.4015         684.5458       288.8164       263.0036       40.4111        666.9948       212.0106       407.2612       204.6678       525.9661       
2400.0000      54.0000        7.3614         693.9254       294.7680       269.4836       41.1062        675.4290       215.1707       414.4773       206.8452       532.0440       
2400.0000      56.0000        7.3209         703.2132       300.7171       275.9496       41.7936        683.8024       218.2714       421.6597       208.9739       537.9991       
2400.0000      58.0000        7.2792         712.4087       306.6634       282.4013       42.4739        692.1146       221.3126       428.8080       211.0540       543.8314       
2400.0000      60.0000        7.2388         721.5163       312.6085       288.8406       43.1462        700.3695       224.2964       435.9247       213.0873       549.5453       
2400.0000      62.0000        7.2016         730.5397       318.5539       295.2692       43.8100        708.5704       227.2246       443.0122       215.0750       555.1441       
2400.0000      64.0000        7.1654         739.4753       324.4979       301.6853       44.4661        716.7139       230.0956       450.0681       217.0162       560.6249       
2400.0000      66.0000        7.1276         748.3198       330.4390       308.0869       45.1158        724.7968       232.9078       457.0901       218.9099       565.9852       
2400.0000      68.0000        7.0902         757.0766       336.3784       314.4757       45.7584        732.8223       235.6630       464.0803       220.7574       571.2281       
2400.0000      70.0000        7.0553         765.7495       342.3177       320.8536       46.3929        740.7938       238.3629       471.0411       222.5601       576.3572       
2400.0000      72.0000        7.0218         774.3367       348.2561       327.2195       47.0202        748.7097       241.0067       477.9714       224.3176       581.3712       
2400.0000      74.0000        6.9879         782.8362       354.1925       333.5721       47.6409        756.5678       243.5936       484.8695       226.0293       586.2683       
2400.0000      76.0000        6.9537         791.2481       360.1268       339.9116       48.2552        764.3682       246.1238       491.7356       227.6955       591.0491       
2400.0000      78.0000        6.9195         799.5735       366.0593       346.2381       48.8631        772.1119       248.5977       498.5702       229.3166       595.7145       
2400.0000      80.0000        6.8858         807.8134       371.9904       352.5522       49.4645        779.7997       251.0158       505.3738       230.8931       600.2656       
2500.0000      0.0000         8.8807         402.8433       132.2191       88.1733        18.8772        422.0246       105.8462       205.2331       127.7152       317.2453       
2500.0000      2.0000         8.7923         414.8702       138.2324       95.0354        19.8813        432.2107       110.7171       213.4095       131.3822       327.0375       
2500.0000      4.0000         8.7103         426.7863       144.2431       101.8818       20.8701        442.3233       115.5165       221.5458       134.9823       336.6621       
2500.0000      6.0000         8.6343         438.5932       150.2513       108.7129       21.8441        452.3635       120.2454       229.6428       138.5168       346.1225       
2500.0000      8.0000         8.5638         450.2922       156.2571       115.5288       22.8036        462.3322       124.9046       237.7008       141.9870       355.4223       
2500.0000      10.0000        8.4980         461.8838       162.2605       122.3294       23.7489        472.2298       129.4944       245.7200       145.3939       364.5638       
2500.0000      12.0000        8.4345         473.3650       168.2604       129.1135       24.6808        482.0535       134.0135       253.6985       148.7368       373.5459       
2500.0000      14.0000        8.3715         484.7341       174.2558       135.8801       25.5995        491.8018       138.4611       261.6353       152.0156       382.3686       
2500.0000      16.0000        8.3111         495.9976       180.2484       142.6312       26.5054        501.4797       142.8405       269.5336       155.2336       391.0396       
2500.0000      18.0000        8.2549         507.1598       186.2394       149.3683       27.3987        511.0912       147.1543       277.3956       158.3931       399.5649       
2500.0000      20.0000        8.1982         518.2131       192.2260       156.0882       28.2801        520.6292       151.3985       285.2168       161.4914       407.9380       
2500.0000      22.0000        8.1370         529.1511       198.2059       162.7881       29.1506        530.0883       155.5701       292.9936       164.5266       416.1541       
2500.0000      24.0000        8.0759         539.9845       204.1823       169.4719       30.0099        539.4774       159.6747       300.7317       167.5035       424.2249       
