Output data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
2100.0000      7.5236         44.0000        4.5008         655.4219       268.4321       241.1391       36.1115        641.0020       203.2798       383.6963       383.3848       383.5405       200.0866       197.1740       198.6303       511.3713       504.9561       508.1667       0.2792         0.5179         17.4664        0.0073         0.0747         12.0025        9.2313         355.6012       
2100.0000      7.4810         46.0000        4.5264         665.0534       274.4006       247.6729       36.7776        649.6062       206.6003       391.0229       390.7062       390.8645       202.3698       199.3867       200.8783       517.7848       511.2008       514.4960       0.2806         0.5139         17.4177        0.0074         0.0756         12.0633        9.2926         357.3328       
2100.0000      7.4407         48.0000        4.5509         674.5971       280.3685       254.1949       37.4350        658.1534       209.8633       398.3182       397.9965       398.1574       204.6075       201.5474       203.0774       524.0853       517.3181       520.7050       0.2820         0.5100         17.3663        0.0075         0.0767         12.1238        9.3536         359.0231       
2100.0000      7.4009         50.0000        4.5754         684.0507       286.3347       260.7039       38.0842        666.6416       213.0676       405.5809       405.2544       405.4176       206.7987       203.6557       205.2272       530.2708       523.3067       526.7922       0.2834         0.5062         17.3122        0.0077         0.0780         12.1825        9.4132         360.6582       
2100.0000      7.3615         52.0000        4.5999         693.4147       292.2993       267.1999       38.7255        675.0711       216.2137       412.8110       412.4800       412.6455       208.9438       205.7124       207.3281       536.3417       529.1681       532.7585       0.2848         0.5024         17.2554        0.0078         0.0793         12.2395        9.4714         362.2392       
2100.0000      7.3227         54.0000        4.6243         702.6898       298.2625       273.6832       39.3588        683.4424       219.3018       420.0088       419.6736       419.8412       211.0430       207.7180       209.3805       542.2988       534.9036       538.6050       0.2862         0.4987         17.1959        0.0079         0.0808         12.2948        9.5284         363.7687       
2100.0000      7.2833         56.0000        4.6492         711.8747       304.2236       280.1530       39.9847        691.7543       222.3316       427.1737       426.8344       427.0040       213.0960       209.6726       211.3843       548.1411       540.5129       544.3309       0.2875         0.4950         17.1339        0.0081         0.0824         12.3477        9.5835         365.2386       
2100.0000      7.2429         58.0000        4.6752         720.9692       310.1823       286.6090       40.6034        700.0064       225.3028       434.3051       433.9620       434.1335       215.1028       211.5764       213.3396       553.8682       545.9964       549.9365       0.2889         0.4914         17.0692        0.0083         0.0841         12.3976        9.6363         366.6443       
2100.0000      7.2036         60.0000        4.7007         729.9771       316.1401       293.0530       41.2145        708.2022       228.2173       441.4054       441.0588       441.2321       217.0647       213.4313       215.2480       559.4837       551.3585       555.4254       0.2902         0.4878         17.0022        0.0084         0.0859         12.4467        9.6884         368.0081       
2100.0000      7.1677         62.0000        4.7243         738.9016       322.0981       299.4864       41.8173        716.3446       231.0767       448.4766       448.1267       448.3017       218.9828       215.2388       217.1108       564.9904       556.6027       560.8011       0.2915         0.4843         16.9328        0.0086         0.0878         12.4968        9.7413         369.3496       
2100.0000      7.1326         64.0000        4.7475         747.7396       328.0550       305.9076       42.4126        724.4306       233.8796       455.5167       455.1637       455.3402       220.8563       216.9980       218.9271       570.3854       561.7267       566.0609       0.2928         0.4808         16.8611        0.0088         0.0897         12.5458        9.7935         370.6484       
2100.0000      7.0960         66.0000        4.7720         756.4880       334.0094       312.3148       43.0015        732.4574       236.6246       462.5235       462.1678       462.3456       222.6840       218.7081       220.6960       575.6663       566.7282       571.2023       0.2941         0.4773         16.7869        0.0090         0.0917         12.5917        9.8431         371.8836       
2100.0000      7.0597         68.0000        4.7965         765.1500       339.9624       318.7097       43.5833        740.4277       239.3133       469.4990       469.1408       469.3199       224.4671       220.3706       222.4189       580.8357       571.6105       576.2284       0.2954         0.4739         16.7105        0.0092         0.0937         12.6362        9.8917         373.0735       
2100.0000      7.0260         70.0000        4.8195         773.7288       345.9155       325.0938       44.1573        748.3446       241.9471       476.4454       476.0848       476.2651       226.2068       221.9869       224.0969       585.8964       576.3772       581.1423       0.2966         0.4705         16.6319        0.0094         0.0958         12.6814        9.9408         374.2393       
2100.0000      6.9937         72.0000        4.8418         782.2231       351.8678       331.4661       44.7241        756.2067       244.5254       483.3614       482.9989       483.1801       227.9026       223.5568       225.7297       590.8472       581.0273       585.9431       0.2979         0.4672         16.5511        0.0096         0.0979         12.7261        9.9897         375.3706       
2100.0000      6.9609         74.0000        4.8646         790.6307       357.8183       337.8257       45.2844        764.0119       247.0475       490.2458       489.8815       490.0637       229.5538       225.0797       227.3168       595.6862       585.5593       590.6289       0.2991         0.4639         16.4681        0.0098         0.1001         12.7690        10.0370        376.4526       
2100.0000      6.9278         76.0000        4.8878         798.9520       363.7672       344.1724       45.8383        771.7606       249.5134       497.0987       496.7329       496.9158       231.1607       226.5561       228.8584       600.4140       589.9740       595.2004       0.3004         0.4606         16.3829        0.0101         0.1024         12.8099        10.0828        377.4861       
2100.0000      6.8948         78.0000        4.9113         807.1880       369.7145       350.5066       46.3858        779.4535       251.9236       503.9206       503.5534       503.7370       232.7236       227.9863       230.3549       605.0310       594.2723       599.6584       0.3016         0.4573         16.2956        0.0103         0.1046         12.8493        10.1276        378.4755       
2100.0000      6.8622         80.0000        4.9346         815.3393       375.6607       356.8287       46.9268        787.0912       254.2786       510.7118       510.3436       510.5277       234.2427       229.3710       231.8068       609.5381       598.4555       604.0039       0.3028         0.4541         16.2063        0.0105         0.1069         12.8877        10.1715        379.4257       
2200.0000      8.8023         0.0000         3.8470         415.2305       135.5199       92.4686        18.9455        432.3462       112.3814       211.5246       211.3816       211.4531       135.7470       130.8404       133.2937       335.4763       325.3858       330.4466       0.2395         0.6304         17.3972        0.0184         0.1882         10.0581        7.4139         297.6192       
2200.0000      8.7156         2.0000         3.8852         427.0821       141.5352       99.3186        19.8732        442.4161       117.1391       219.6583       219.5063       219.5823       139.1709       134.6163       136.8936       344.7119       335.3049       340.0212       0.2419         0.6234         17.4509        0.0166         0.1699         10.1733        7.5178         301.1969       
2200.0000      8.6354         4.0000         3.9213         438.8269       147.5482       106.1537       20.7867        452.4154       121.8277       227.7534       227.5923       227.6728       142.5399       138.2941       140.4170       353.8089       345.0031       349.4168       0.2442         0.6167         17.4973        0.0151         0.1542         10.2862        7.6197         304.6595       
2200.0000      8.5612         6.0000         3.9553         450.4662       153.5591       112.9741       21.6863        462.3450       126.4480       235.8102       235.6402       235.7252       145.8546       141.8789       143.8668       362.7697       354.4905       358.6392       0.2464         0.6103         17.5369        0.0138         0.1408         10.3968        7.7199         308.0149       
2200.0000      8.4924         8.0000         3.9873         462.0013       159.5681       119.7799       22.5725        472.2058       131.0009       243.8294       243.6504       243.7399       149.1157       145.3751       147.2454       371.5962       363.7758       367.6938       0.2486         0.6041         17.5702        0.0127         0.1294         10.5055        7.8185         311.2701       
2200.0000      8.4283         10.0000        4.0177         473.4325       165.5749       126.5712       23.4454        481.9980       135.4865       251.8108       251.6231       251.7170       152.3234       148.7862       150.5548       380.2896       372.8660       376.5845       0.2507         0.5981         17.5976        0.0117         0.1196         10.6121        7.9153         314.4278       
2200.0000      8.3664         12.0000        4.0474         484.7572       171.5787       133.3467       24.3057        491.7193       139.9036       259.7531       259.5567       259.6549       155.4767       152.1141       153.7954       388.8478       381.7642       385.3119       0.2527         0.5923         17.6192        0.0109         0.1113         10.7154        8.0096         317.4792       
2200.0000      8.3050         14.0000        4.0773         495.9740       177.5786       140.1056       25.1537        501.3682       144.2516       267.6551       267.4502       267.5526       158.5752       155.3608       156.9680       397.2700       390.4741       393.8773       0.2546         0.5867         17.6353        0.0102         0.1042         10.8144        8.1006         320.4178       
2200.0000      8.2462         16.0000        4.1064         507.0883       183.5762       146.8498       25.9897        510.9494       148.5334       275.5197       275.3064       275.4131       161.6213       158.5312       160.0762       405.5622       399.0062       402.2889       0.2566         0.5812         17.6463        0.0097         0.0982         10.9108        8.1896         323.2647       
2200.0000      8.1916         18.0000        4.1338         518.1044       189.5723       153.5804       26.8137        520.4661       152.7513       283.3490       283.1274       283.2382       164.6165       161.6290       163.1227       413.7286       407.3687       410.5529       0.2584         0.5759         17.6526        0.0092         0.0932         11.0061        8.2776         326.0369       
2200.0000      8.1365         20.0000        4.1618         529.0152       195.5647       160.2947       27.6265        529.9122       156.9018       291.1390       290.9093       291.0241       167.5583       164.6532       166.1058       421.7630       415.5583       418.6645       0.2602         0.5708         17.6542        0.0087         0.0890         11.0970        8.3623         328.7053       
2200.0000      8.0768         22.0000        4.1925         539.8152       201.5513       166.9903       28.4290        539.2829       160.9821       298.8863       298.6488       298.7675       170.4447       167.6033       169.0240       429.6604       423.5729       426.6203       0.2620         0.5657         17.6509        0.0084         0.0856         11.1811        8.4417         331.2438       
2200.0000      8.0172         24.0000        4.2237         550.5139       207.5348       173.6704       29.2209        548.5861       164.9973       306.5961       306.3508       306.4735       173.2794       170.4849       171.8822       437.4304       431.4251       434.4312       0.2637         0.5608         17.6434        0.0081         0.0828         11.2614        8.5182         333.6897       
2200.0000      7.9624         26.0000        4.2528         561.1203       213.5179       180.3385       30.0019        557.8296       168.9520       314.2734       314.0205       314.1469       176.0661       173.3032       174.6846       445.0818       439.1270       442.1077       0.2654         0.5561         17.6320        0.0079         0.0805         11.3418        8.5947         336.0832       
2200.0000      7.9095         28.0000        4.2812         571.6304       219.4992       186.9929       30.7725        567.0096       172.8442       321.9156       321.6554       321.7855       178.8032       176.0576       177.4304       452.6109       446.6768       449.6470       0.2671         0.5514         17.6168        0.0077         0.0788         11.4203        8.6697         338.4064       
2200.0000      7.8558         30.0000        4.3105         582.0405       225.4770       193.6318       31.5335        576.1228       176.6721       329.5206       329.2532       329.3869       181.4894       178.7479       180.1186       460.0145       454.0732       457.0469       0.2687         0.5468         17.5977        0.0076         0.0775         11.4948        8.7416         340.6399       
2200.0000      7.8058         32.0000        4.3380         592.3595       231.4544       200.2587       32.2842        585.1770       180.4404       337.0933       336.8190       336.9561       184.1283       181.3787       182.7535       467.3012       461.3272       464.3173       0.2703         0.5424         17.5752        0.0075         0.0766         11.5692        8.8133         342.8242       
2200.0000      7.7640         34.0000        4.3614         602.5951       237.4337       206.8767       33.0240        594.1788       184.1528       344.6382       344.3571       344.4976       186.7227       183.9542       185.3385       474.4783       468.4483       471.4663       0.2719         0.5380         17.5495        0.0075         0.0761         11.6468        8.8875         344.9964       
2200.0000      7.7244         36.0000        4.3838         612.7382       243.4119       213.4821       33.7540        603.1203       187.8049       352.1499       351.8623       352.0061       189.2693       186.4716       187.8704       481.5376       475.4292       478.4864       0.2734         0.5337         17.5205        0.0074         0.0758         11.7235        8.9609         347.1146       
2200.0000      7.6808         38.0000        4.4086         622.7795       249.3854       220.0704       34.4756        611.9929       191.3921       359.6227       359.3288       359.4757       191.7646       188.9277       190.3462       488.4702       482.2620       485.3692       0.2750         0.5295         17.4879        0.0075         0.0759         11.7943        9.0299         349.1292       
2200.0000      7.6337         40.0000        4.4359         632.7206       255.3546       226.6421       35.1890        620.7980       194.9154       367.0574       366.7574       366.9074       194.2094       191.3243       192.7669       495.2781       488.9502       492.1173       0.2765         0.5254         17.4518        0.0075         0.0762         11.8598        9.0947         351.0455       
2200.0000      7.5853         42.0000        4.4642         642.5660       261.3208       233.1991       35.8941        629.5396       198.3771       374.4566       374.1508       374.3037       196.6055       193.6637       195.1346       501.9656       495.4995       498.7358       0.2779         0.5213         17.4124        0.0075         0.0768         11.9217        9.1568         352.8845       
2200.0000      7.5386         44.0000        4.4918         652.3211       267.2858       239.7434       36.5903        638.2221       201.7799       381.8233       381.5118       381.6675       198.9549       195.9488       197.4519       508.5377       501.9164       505.2304       0.2794         0.5173         17.3701        0.0076         0.0775         11.9825        9.2179         354.6712       
2200.0000      7.4956         46.0000        4.5176         661.9896       273.2508       246.2767       37.2773        646.8489       205.1257       389.1596       388.8427       389.0012       201.2591       198.1817       199.7204       514.9979       508.2058       511.6053       0.2808         0.5134         17.3249        0.0077         0.0785         12.0438        9.2794         356.4254       
2200.0000      7.4549         48.0000        4.5423         671.5698       279.2150       252.7980       37.9555        655.4184       208.4135       396.4645       396.1424       396.3034       203.5174       200.3621       201.9397       521.3447       514.3670       517.8593       0.2822         0.5096         17.2769        0.0078         0.0796         12.1047        9.3407         358.1373       
2200.0000      7.4146         50.0000        4.5669         681.0593       285.1776       259.3062       38.6254        663.9284       211.6425       403.7363       403.4094       403.5729       205.7290       202.4898       204.1094       527.5759       520.3986       523.9909       0.2836         0.5058         17.2260        0.0079         0.0808         12.1638        9.4005         359.7932       
2200.0000      7.3748         52.0000        4.5916         690.4587       291.1385       265.8013       39.2873        672.3793       214.8128       410.9754       410.6438       410.8096       207.8942       204.5653       206.2297       533.6922       526.3021       530.0010       0.2850         0.5020         17.1724        0.0081         0.0822         12.2212        9.4589         361.3944       
2200.0000      7.3356         54.0000        4.6161         699.7686       297.0978       272.2835       39.9412        680.7715       217.9249       418.1820       417.8460       418.0140       210.0133       206.5894       208.3014       539.6942       532.0790       535.8906       0.2863         0.4983         17.1160        0.0082         0.0837         12.2769        9.5160         362.9433       
2200.0000      7.2958         56.0000        4.6413         708.9879       303.0549       278.7520       40.5876        689.1040       220.9783       425.3553       425.0151       425.1852       212.0860       208.5621       210.3241       545.5808       537.7288       541.6590       0.2877         0.4947         17.0569        0.0084         0.0853         12.3301        9.5713         364.4319       
2200.0000      7.2550         58.0000        4.6674         718.1160       309.0095       285.2066       41.2268        697.3761       223.9728       432.4948       432.1507       432.3228       214.1121       210.4836       212.2979       551.3518       543.2520       547.3063       0.2890         0.4911         16.9951        0.0085         0.0870         12.3803        9.6242         365.8558       
2200.0000      7.2154         60.0000        4.6931         727.1572       314.9630       291.6490       41.8583        705.5916       226.9105       439.6031       439.2553       439.4292       216.0933       212.3559       214.2246       557.0109       548.6531       552.8366       0.2903         0.4875         16.9308        0.0087         0.0888         12.4297        9.6765         367.2372       
2200.0000      7.1790         62.0000        4.7168         736.1146       320.9168       298.0808       42.4814        713.7535       229.7928       446.6822       446.3309       446.5065       218.0305       214.1806       216.1055       562.5609       553.9360       558.2533       0.2916         0.4840         16.8642        0.0089         0.0907         12.4800        9.7295         368.5956       
2200.0000      7.1435         64.0000        4.7402         744.9851       326.8695       304.5003       43.0970        721.8587       232.6184       453.7299       453.3754       453.5527       219.9229       215.9566       217.9397       567.9989       559.0980       563.5536       0.2929         0.4805         16.7950        0.0091         0.0926         12.5293        9.7817         369.9108       
2200.0000      7.1065         66.0000        4.7649         753.7656       332.8194       310.9057       43.7062        729.9042       235.3858       460.7441       460.3867       460.5654       221.7692       217.6833       219.7263       573.3223       564.1368       568.7349       0.2942         0.4771         16.7234        0.0093         0.0946         12.5754        9.8314         371.1618       
2200.0000      7.0699         68.0000        4.7896         762.4592       338.7679       317.2986       44.3082        737.8929       238.0967       467.7268       467.3667       467.5467       223.5709       219.3620       221.4664       578.5339       569.0558       573.8005       0.2955         0.4737         16.6494        0.0095         0.0967         12.6202        9.8801         372.3671       
2200.0000      7.0358         70.0000        4.8128         771.0693       344.7164       323.6805       44.9024        745.8280       240.7525       474.6802       474.3176       474.4989       225.3289       220.9944       223.1616       583.6367       573.8589       578.7537       0.2967         0.4703         16.5732        0.0097         0.0988         12.6655        9.9293         373.5478       
2200.0000      7.0030         72.0000        4.8353         779.5946       350.6640       330.0508       45.4894        753.7080       243.3527       481.6031       481.2384       481.4208       227.0429       222.5800       224.8115       588.6292       578.5449       583.5933       0.2980         0.4670         16.4947        0.0099         0.1010         12.7104        9.9781         374.6935       
2200.0000      6.9699         74.0000        4.8583         788.0328       356.6099       336.4080       46.0698        761.5308       245.8963       488.4942       488.1276       488.3109       228.7122       224.1185       226.4153       593.5098       583.1123       588.3175       0.2992         0.4637         16.4140        0.0101         0.1032         12.7534        10.0255        375.7896       
2200.0000      6.9364         76.0000        4.8818         796.3844       362.5538       342.7523       46.6439        769.2968       248.3836       495.3536       494.9853       495.1694       230.3370       225.6101       227.9735       598.2787       587.5617       592.9271       0.3004         0.4604         16.3310        0.0104         0.1055         12.7944        10.0714        376.8366       
2200.0000      6.9030         78.0000        4.9054         804.6501       368.4963       349.0840       47.2115        777.0066       250.8151       502.1817       501.8120       501.9968       231.9176       227.0554       229.4865       602.9367       591.8944       597.4227       0.3017         0.4571         16.2459        0.0106         0.1078         12.8340        10.1161        377.8392       
2200.0000      6.8701         80.0000        4.9289         812.8310       374.4374       355.4034       47.7726        784.6610       253.1911       508.9790       508.6081       508.7936       233.4544       228.4549       230.9546       607.4844       596.1115       601.8055       0.3029         0.4539         16.1587        0.0108         0.1101         12.8725        10.1600        378.8023       
2300.0000      8.8284         0.0000         3.8356         411.1017       134.4197       91.0369        18.9227        428.9059       110.2031       209.3441       209.2042       209.2741       134.0572       128.9489       131.5030       331.4266       320.9123       326.1864       0.2402         0.6284         17.1616        0.0194         0.1987         10.0137        7.3866         295.7827       
2300.0000      8.7412         2.0000         3.8739         423.0118       140.4343       97.8910        19.8759        439.0146       114.9986       217.4967       217.3476       217.4222       137.5120       132.7715       135.1417       340.7277       330.9293       335.8426       0.2426         0.6216         17.2265        0.0175         0.1792         10.1311        7.4917         299.4315       
2300.0000      8.6604         4.0000         3.9100         434.8137       146.4466       104.7298       20.8145        449.0516       119.7241       225.6102       225.4519       225.5310       140.9112       136.4933       138.7023       349.8892       340.7202       345.3165       0.2448         0.6150         17.2831        0.0159         0.1625         10.2459        7.5948         302.9603       
2300.0000      8.5855         6.0000         3.9441         446.5088       152.4566       111.5538       21.7389        459.0181       124.3806       233.6849       233.5176       233.6012       144.2556       140.1197       142.1876       358.9134       350.2954       354.6144       0.2470         0.6087         17.3323        0.0145         0.1483         10.3584        7.6960         306.3775       
2300.0000      8.5162         8.0000         3.9762         458.0985       158.4645       118.3630       22.6495        468.9148       128.9689       241.7214       241.5451       241.6333       147.5457       143.6553       145.6005       367.8022       359.6643       363.7418       0.2491         0.6026         17.3745        0.0134         0.1361         10.4687        7.7955         309.6903       
2300.0000      8.4515         10.0000        4.0066         469.5832       164.4702       125.1574       23.5466        478.7422       133.4893       249.7199       249.5346       249.6272       150.7819       147.1039       148.9429       376.5569       368.8342       372.7029       0.2512         0.5967         17.4102        0.0123         0.1258         10.5768        7.8933         312.9022       
2300.0000      8.3891         12.0000        4.0364         480.9601       170.4727       131.9358       24.4307        488.4976       137.9404       257.6785       257.4844       257.5815       153.9631       150.4674       152.2153       385.1752       377.8084       381.4983       0.2532         0.5909         17.4397        0.0115         0.1169         10.6815        7.9884         316.0043       
2300.0000      8.3272         14.0000        4.0664         492.2277       176.4711       138.6972       25.3023        498.1797       142.3216       265.5962       265.3936       265.4949       157.0889       153.7481       155.4185       393.6564       386.5909       390.1294       0.2551         0.5854         17.4631        0.0107         0.1094         10.7819        8.0802         318.9908       
2300.0000      8.2679         16.0000        4.0956         503.3917       182.4670       145.4437       26.1616        507.7931       146.6360       273.4761       273.2649       273.3705       160.1617       156.9510       158.5563       402.0065       395.1926       398.6047       0.2570         0.5800         17.4811        0.0101         0.1031         10.8796        8.1699         321.8830       
2300.0000      8.2127         18.0000        4.1231         514.4565       188.4614       152.1765       27.0087        517.3414       150.8858       281.3204       281.1008       281.2106       163.1832       160.0800       161.6316       410.2299       403.6224       406.9308       0.2588         0.5748         17.4940        0.0096         0.0977         10.9759        8.2585         324.6980       
2300.0000      8.1570         20.0000        4.1513         525.4148       194.4519       158.8927       27.8444        526.8181       155.0675       289.1247       288.8969       289.0108       166.1507       163.1342       164.6424       418.3202       411.8764       415.1026       0.2606         0.5697         17.5018        0.0092         0.0932         11.0680        8.3439         327.4070       
2300.0000      8.0969         22.0000        4.1821         536.2608       200.4363       165.5897       28.6695        536.2183       159.1783       296.8857       296.6498       296.7677       169.0620       166.1129       167.5875       426.2723       419.9527       423.1165       0.2624         0.5647         17.5044        0.0088         0.0896         11.1531        8.4238         329.9841       
2300.0000      8.0367         24.0000        4.2134         547.0044       206.4174       172.2710       29.4839        545.5501       163.2233       304.6086       304.3649       304.4868       171.9213       169.0220       170.4716       434.0959       427.8644       430.9839       0.2641         0.5599         17.5024        0.0085         0.0866         11.2344        8.5010         332.4666       
2300.0000      7.9815         26.0000        4.2426         557.6551       212.3981       178.9403       30.2871        554.8217       167.2074       312.2988       312.0474       312.1731       174.7322       171.8669       173.2996       441.8004       435.6242       438.7159       0.2658         0.5551         17.4964        0.0083         0.0842         11.3157        8.5779         334.8951       
2300.0000      7.9282         28.0000        4.2711         568.2087       218.3768       185.5956       31.0799        564.0293       171.1285       319.9536       319.6946       319.8241       177.4932       174.6471       176.0702       449.3818       443.2302       446.3094       0.2674         0.5505         17.4862        0.0081         0.0823         11.3950        8.6534         337.2515       
2300.0000      7.8739         30.0000        4.3005         578.6611       224.3519       192.2351       31.8628        573.1693       174.9847       327.5707       327.3044       327.4375       180.2028       177.3623       178.7825       456.8368       450.6808       453.7622       0.2690         0.5460         17.4720        0.0079         0.0809         11.4703        8.7258         339.5168       
2300.0000      7.8235         32.0000        4.3282         589.0220       230.3265       198.8626       32.6353        582.2498       178.7810       335.1553       334.8819       335.0186       182.8647       180.0175       181.4411       464.1745       457.9878       461.0844       0.2706         0.5416         17.4541        0.0078         0.0799         11.5454        8.7979         341.7315       
2300.0000      7.7812         34.0000        4.3518         599.2991       236.3032       205.4813       33.3967        591.2778       182.5211       342.7119       342.4316       342.5718       185.4821       182.6167       184.0494       471.4023       465.1610       468.2849       0.2722         0.5373         17.4329        0.0078         0.0793         11.6237        8.8724         343.9326       
2300.0000      7.7412         36.0000        4.3743         609.4831       242.2786       212.0871       34.1481        600.2450       186.2006       350.2352       349.9482       350.0917       188.0513       185.1572       186.6042       478.5116       472.1927       475.3554       0.2737         0.5330         17.4082        0.0078         0.0790         11.7010        8.9462         346.0786       
2300.0000      7.6972         38.0000        4.3993         619.5642       248.2491       218.6755       34.8910        609.1424       189.8146       357.7190       357.4256       357.5723       190.5687       187.6357       189.1022       485.4934       479.0747       482.2874       0.2752         0.5289         17.3797        0.0078         0.0790         11.7725        9.0155         348.1198       
2300.0000      7.6495         40.0000        4.4267         629.5440       254.2150       225.2472       35.6256        617.9715       193.3642       365.1643       364.8646       365.0144       193.0352       190.0539       191.5446       492.3495       485.8106       489.0834       0.2767         0.5248         17.3475        0.0078         0.0793         11.8386        9.0806         350.0617       
2300.0000      7.6007         42.0000        4.4551         639.4275       260.1778       231.8038       36.3519        626.7364       196.8517       372.5736       372.2679       372.4207       195.4527       192.4143       193.9335       499.0846       492.4063       495.7488       0.2781         0.5207         17.3119        0.0078         0.0798         11.9011        9.1430         351.9252       
2300.0000      7.5536         44.0000        4.4829         649.2199       266.1393       238.3476       37.0691        635.4418       200.2799       379.9501       379.6386       379.7943       197.8232       194.7200       196.2716       505.7037       498.8686       502.2897       0.2796         0.5168         17.2732        0.0079         0.0805         11.9623        9.2044         353.7356       
2300.0000      7.5102         46.0000        4.5088         658.9255       272.1008       244.8803       37.7770        644.0913       203.6508       387.2961       386.9791       387.1376       200.1482       196.9730       198.5606       512.2106       505.2026       508.7102       0.2810         0.5129         17.2316        0.0080         0.0814         12.0241        9.2662         355.5125       
2300.0000      7.4690         48.0000        4.5337         668.5422       278.0615       251.4010       38.4760        652.6831       206.9636       394.6105       394.2881       394.4493       202.4271       199.1731       200.8001       518.6037       511.4075       515.0094       0.2824         0.5091         17.1870        0.0081         0.0825         12.0855        9.3276         357.2463       
2300.0000      7.4284         50.0000        4.5585         678.0676       284.0204       257.9083       39.1667        661.2149       210.2172       401.8916       401.5642       401.7279       204.6591       201.3201       202.9896       524.8807       517.4821       521.1853       0.2838         0.5053         17.1394        0.0082         0.0837         12.1450        9.3876         358.9232       
2300.0000      7.3882         52.0000        4.5833         687.5024       289.9775       264.4025       39.8492        669.6872       213.4118       409.1397       408.8074       408.9735       206.8445       203.4145       205.1295       531.0423       523.4276       527.2391       0.2851         0.5016         17.0889        0.0084         0.0851         12.2027        9.4462         360.5447       
2300.0000      7.3485         54.0000        4.6080         696.8472       295.9329       270.8836       40.5237        678.1004       216.5479       416.3550       416.0182       416.1866       208.9835       205.4571       207.2203       537.0892       529.2458       533.1717       0.2865         0.4979         17.0356        0.0085         0.0866         12.2588        9.5036         362.1132       
2300.0000      7.3084         56.0000        4.6333         706.1007       301.8861       277.3509       41.1906        686.4533       219.6249       423.5367       423.1955       423.3661       211.0759       207.4478       209.2619       543.0202       534.9360       538.9826       0.2878         0.4943         16.9794        0.0087         0.0883         12.3123        9.5590         363.6207       
2300.0000      7.2671         58.0000        4.6596         715.2625       307.8365       283.8040       41.8503        694.7455       222.6428       430.6844       430.3391       430.5118       213.1214       209.3870       211.2542       548.8351       540.4988       544.6716       0.2891         0.4907         16.9205        0.0088         0.0900         12.3629        9.6120         365.0629       
2300.0000      7.2271         60.0000        4.6855         724.3369       313.7858       290.2449       42.5022        702.9807       225.6035       437.8006       437.4515       437.6261       215.1218       211.2766       213.1992       554.5377       545.9389       550.2432       0.2904         0.4872         16.8590        0.0090         0.0918         12.4125        9.6644         366.4619       
2300.0000      7.1903         62.0000        4.7094         733.3273       319.7354       296.6751       43.1457        711.1621       228.5088       444.8876       444.5349       444.7112       217.0781       213.1184       215.0982       560.1310       551.2603       555.7008       0.2917         0.4837         16.7950        0.0092         0.0937         12.4631        9.7175         367.8373       
2300.0000      7.1545         64.0000        4.7330         742.2304       325.6838       303.0929       43.7816        719.2865       231.3571       451.9429       451.5869       451.7649       218.9893       214.9112       216.9503       565.6121       556.4602       561.0415       0.2930         0.4802         16.7285        0.0094         0.0957         12.5127        9.7699         369.1690       
2300.0000      7.1170         66.0000        4.7579         751.0428       331.6292       309.4964       44.4109        727.3506       234.1469       458.9645       458.6053       458.7849       220.8544       216.6543       218.7544       570.9780       561.5361       566.2627       0.2943         0.4768         16.6595        0.0096         0.0977         12.5590        9.8197         370.4360       
2300.0000      7.0800         68.0000        4.7828         759.7680       337.5732       315.8872       45.0332        735.3577       236.8799       465.9543       465.5924       465.7734       222.6745       218.3492       220.5119       576.2319       566.4917       571.3678       0.2955         0.4734         16.5879        0.0098         0.0998         12.6040        9.8684         371.6568       
2300.0000      7.0456         70.0000        4.8062         768.4095       343.5171       322.2671       45.6476        743.3110       239.5578       472.9148       472.5502       472.7325       224.4509       219.9976       222.2242       581.3767       571.3309       576.3601       0.2968         0.4701         16.5141        0.0100         0.1020         12.6495        9.9177         372.8525       
2300.0000      7.0124         72.0000        4.8289         776.9658       349.4601       328.6352       46.2547        751.2090       242.1798       479.8446       479.4777       479.6612       226.1831       221.5990       223.8910       586.4111       576.0526       581.2384       0.2980         0.4668         16.4380        0.0102         0.1042         12.6946        9.9665         374.0127       
2300.0000      6.9789         74.0000        4.8521         785.4346       355.4012       334.9901       46.8553        759.0494       244.7450       486.7424       486.3735       486.5579       227.8705       223.1529       225.5117       591.3331       580.6552       586.0011       0.2993         0.4635         16.3595        0.0105         0.1065         12.7377        10.0139        375.1228       
2300.0000      6.9450         76.0000        4.8757         793.8164       361.3404       341.3320       47.4495        766.8326       247.2538       493.6082       493.2375       493.4228       229.5132       224.6597       227.0864       596.1432       585.1393       590.6485       0.3005         0.4602         16.2788        0.0107         0.1088         12.7789        10.0598        376.1835       
2300.0000      6.9112         78.0000        4.8996         802.1120       367.2779       347.6611       48.0373        774.5594       249.7064       500.4426       500.0703       500.2564       231.1115       226.1199       228.6157       600.8421       589.5061       595.1817       0.3017         0.4570         16.1958        0.0109         0.1111         12.8186        10.1046        377.1994       
